ip;int;mac;exp;vrf;tag_inner;tag_outer;tag_vlanid
10.30.129.255;ae31.4847;20:e8:82:d8:66:92;300;TR069;93;4077;
10.30.130.1;ae31.4847;20:e8:82:d9:aa:6e;11;TR069;93;4077;
10.30.130.3;ae31.4847;60:ce:86:88:70:22;647;TR069;93;4077;
10.30.130.7;ae31.4847;60:ce:86:88:31:a2;160;TR069;93;4077;
10.30.130.9;ae31.4847;74:9d:79:1d:02:72;918;TR069;93;4077;
10.30.130.11;ae31.4847;d4:60:e3:4c:ff:bc;1209;TR069;93;4077;
10.30.130.13;ae31.4847;14:2e:5e:ec:7e:52;1148;TR069;93;4077;
10.30.130.15;ae31.4847;f0:3f:95:37:e4:94;234;TR069;93;4077;
10.30.130.17;ae31.4847;60:ce:86:88:53:e2;1309;TR069;93;4077;
10.30.130.19;ae31.4847;dc:f8:b9:d3:73:ea;377;TR069;93;4077;
10.30.130.20;ae31.4847;50:46:4a:36:2a:23;804;TR069;93;4077;
10.30.130.21;ae31.4847;20:e8:82:de:43:8a;53;TR069;93;4077;
10.30.130.23;ae31.4847;74:9d:79:0c:a8:c0;1077;TR069;93;4077;
10.30.130.25;ae31.4847;60:ce:86:7f:d1:22;744;TR069;93;4077;
10.30.130.26;ae31.4847;50:46:4a:38:a2:ef;1191;TR069;93;4077;
10.30.130.27;ae31.4847;24:d3:f2:fa:cb:e0;51;TR069;93;4077;
10.30.130.29;ae31.4847;24:d3:f2:fa:c2:74;170;TR069;93;4077;
10.30.130.31;ae31.4847;74:9d:79:1c:9e:ea;94;TR069;93;4077;
10.30.130.33;ae31.4847;e8:1b:69:3f:87:c2;110;TR069;93;4077;
10.30.130.35;ae31.4847;74:9d:79:1d:d9:c2;951;TR069;93;4077;
10.30.130.37;ae31.4847;dc:f8:b9:d3:88:c0;1285;TR069;93;4077;
10.30.130.38;ae31.4847;a8:f9:4b:d0:2c:2f;501;TR069;93;4077;
10.30.130.39;ae31.4847;70:fd:45:38:32:88;585;TR069;93;4077;
10.30.130.41;ae31.4847;74:9d:79:1d:53:58;607;TR069;93;4077;
10.30.130.43;ae31.4847;88:d2:74:c0:8f:2a;133;TR069;93;4077;
10.30.130.46;ae31.4847;a8:f9:4b:d0:82:5f;880;TR069;93;4077;
10.30.130.47;ae31.4847;88:d2:74:c0:d9:b8;1018;TR069;93;4077;
10.30.130.48;ae31.4847;f0:3f:95:38:b2:1b;1002;TR069;93;4077;
10.30.130.49;ae31.4847;88:d2:74:c1:29:4a;179;TR069;93;4077;
10.30.130.51;ae31.4847;74:9d:79:1d:70:0e;39;TR069;93;4077;
10.30.130.53;ae31.4847;70:f8:2b:80:80:02;878;TR069;93;4077;
10.30.130.55;ae31.4847;e8:1b:69:3f:31:b2;394;TR069;93;4077;
10.30.130.57;ae31.4847;88:d2:74:c0:f5:54;282;TR069;93;4077;
10.30.130.59;ae31.4847;c0:9f:e1:b5:b1:52;736;TR069;93;4077;
10.30.130.61;ae31.4847;e4:26:86:6f:3f:e2;316;TR069;93;4077;
10.30.130.62;ae31.4847;e0:d9:e3:46:4e:17;1182;TR069;93;4077;
10.30.130.63;ae31.4847;74:9d:79:1c:bb:fa;183;TR069;93;4077;
10.30.130.65;ae31.4847;20:e8:82:de:78:46;894;TR069;93;4077;
10.30.130.67;ae31.4847;dc:f8:b9:d3:84:34;575;TR069;93;4077;
10.30.130.69;ae31.4847;70:fd:45:38:2a:08;756;TR069;93;4077;
10.30.130.71;ae31.4847;14:2e:5e:ec:b2:b2;992;TR069;93;4077;
10.30.130.73;ae31.4847;dc:f8:b9:d3:50:80;250;TR069;93;4077;
10.30.130.75;ae31.4847;28:ff:3e:4f:b3:58;382;TR069;93;4077;
10.30.130.76;ae31.4847;e0:d9:e3:46:0f:c7;368;TR069;93;4077;
10.30.130.77;ae31.4847;d4:60:e3:4c:fe:fe;941;TR069;93;4077;
10.30.130.78;ae31.4847;18:56:44:0e:4c:79;1010;TR069;93;4077;
10.30.130.79;ae31.4847;50:46:4a:37:91:68;603;TR069;93;4077;
10.30.130.81;ae31.4847;10:a3:b8:8a:74:5a;219;TR069;93;4077;
10.30.130.85;ae31.4847;60:ce:86:88:6b:a2;729;TR069;93;4077;
10.30.130.87;ae31.4847;e4:26:86:6f:19:62;412;TR069;93;4077;
10.30.130.88;ae31.4847;68:e2:09:6f:33:ed;408;TR069;93;4077;
10.30.130.89;ae31.4847;88:d2:74:c1:1a:86;904;TR069;93;4077;
10.30.130.91;ae31.4847;c0:9f:e1:b7:a3:02;467;TR069;93;4077;
10.30.130.93;ae31.4847;14:2e:5e:ec:88:e2;1335;TR069;93;4077;
10.30.130.95;ae31.4847;50:46:4a:36:14:06;550;TR069;93;4077;
10.30.130.97;ae31.4847;74:9d:79:1d:59:34;1145;TR069;93;4077;
10.30.130.99;ae31.4847;20:e8:82:de:42:a6;968;TR069;93;4077;
10.30.130.101;ae31.4847;c0:9f:e1:9b:60:84;1268;TR069;93;4077;
10.30.130.103;ae31.4847;6c:16:32:4f:1f:2e;597;TR069;93;4077;
10.30.130.105;ae31.4847;d4:60:e3:4d:89:46;391;TR069;93;4077;
10.30.130.109;ae31.4847;20:e8:82:de:3e:f8;1391;TR069;93;4077;
10.30.130.111;ae31.4847;3c:98:72:c3:fe:60;561;TR069;93;4077;
10.30.130.113;ae31.4847;60:ce:86:88:6b:22;884;TR069;93;4077;
10.30.130.115;ae31.4847;20:e8:82:de:45:fa;611;TR069;93;4077;
10.30.130.117;ae31.4847;24:d3:f2:fa:b7:b8;24;TR069;93;4077;
10.30.130.119;ae31.4847;d4:60:e3:4d:68:12;954;TR069;93;4077;
10.30.130.121;ae31.4847;74:9d:79:1c:b1:c8;270;TR069;93;4077;
10.30.130.123;ae31.4847;20:e8:82:de:9a:e4;1295;TR069;93;4077;
10.30.130.125;ae31.4847;24:d3:f2:fa:97:2a;536;TR069;93;4077;
10.30.130.127;ae31.4847;74:9d:79:1d:51:96;1088;TR069;93;4077;
10.30.130.129;ae31.4847;d4:60:e3:e1:15:ca;572;TR069;93;4077;
10.30.130.131;ae31.4847;00:1f:ce:f8:03:48;114;TR069;93;4077;
10.30.130.133;ae31.4847;20:e8:82:d8:c9:2c;419;TR069;93;4077;
10.30.130.135;ae31.4847;60:ce:86:7f:da:62;29;TR069;93;4077;
10.30.130.137;ae31.4847;10:a3:b8:88:53:32;819;TR069;93;4077;
10.30.130.139;ae31.4847;74:9d:79:1d:53:08;1101;TR069;93;4077;
10.30.130.141;ae31.4847;f0:3f:95:35:50:6e;897;TR069;93;4077;
10.30.130.143;ae31.4847;74:9d:79:1c:e2:6a;938;TR069;93;4077;
10.30.130.144;ae31.4847;68:e2:09:ef:28:e3;500;TR069;93;4077;
10.30.130.145;ae31.4847;6c:16:32:4e:10:60;765;TR069;93;4077;
10.30.130.147;ae31.4847;88:d2:74:c0:07:e8;459;TR069;93;4077;
10.30.130.148;ae31.4847;e0:d9:e3:46:04:ff;1277;TR069;93;4077;
10.30.130.149;ae31.4847;d4:60:e3:36:91:d6;1006;TR069;93;4077;
10.30.130.150;ae31.4847;68:e2:09:ee:d1:19;571;TR069;93;4077;
10.30.130.151;ae31.4847;6c:16:32:4e:d1:16;311;TR069;93;4077;
10.30.130.153;ae31.4847;10:a3:b8:88:91:b2;188;TR069;93;4077;
10.30.130.155;ae31.4847;6c:16:32:4f:e3:9c;636;TR069;93;4077;
10.30.130.157;ae31.4847;14:2e:5e:e9:15:92;174;TR069;93;4077;
10.30.130.159;ae31.4847;00:1f:ce:f8:d0:70;93;TR069;93;4077;
10.30.130.160;ae31.4847;4c:f5:5b:c2:14:85;525;TR069;93;4077;
10.30.130.161;ae31.4847;e8:1b:69:3f:20:02;510;TR069;93;4077;
10.30.130.163;ae31.4847;24:d3:f2:fa:b3:d4;815;TR069;93;4077;
10.30.130.165;ae31.4847;c0:9f:e1:b5:c2:50;568;TR069;93;4077;
10.30.130.169;ae31.4847;28:ff:3e:4f:b6:ac;150;TR069;93;4077;
10.30.130.171;ae31.4847;e8:1b:69:3f:51:22;943;TR069;93;4077;
10.30.130.173;ae31.4847;e4:26:86:6d:f7:92;249;TR069;93;4077;
10.30.130.175;ae31.4847;e8:1b:69:3f:36:12;466;TR069;93;4077;
10.30.130.177;ae31.4847;88:d2:74:c1:21:94;565;TR069;93;4077;
10.30.130.180;ae31.4847;a8:f9:4b:d3:ba:4f;410;TR069;93;4077;
10.30.130.181;ae31.4847;10:a3:b8:88:c0:ba;715;TR069;93;4077;
10.30.130.183;ae31.4847;10:a3:b8:89:03:b2;74;TR069;93;4077;
10.30.130.185;ae31.4847;10:a3:b8:88:ed:b2;104;TR069;93;4077;
10.30.130.186;ae31.4847;50:46:4a:38:93:21;592;TR069;93;4077;
10.30.130.187;ae31.4847;4c:f5:5b:c2:53:ac;684;TR069;93;4077;
10.30.130.189;ae31.4847;24:d3:f2:fa:c1:c6;146;TR069;93;4077;
10.30.130.191;ae31.4847;74:9d:79:1c:ff:20;784;TR069;93;4077;
10.30.130.193;ae31.4847;20:e8:82:de:5f:38;181;TR069;93;4077;
10.30.130.194;ae31.4847;a8:f9:4b:cd:03:4b;151;TR069;93;4077;
10.30.130.195;ae31.4847;e4:26:86:6f:51:52;1188;TR069;93;4077;
10.30.130.197;ae31.4847;50:46:4a:38:91:34;572;TR069;93;4077;
10.30.130.199;ae31.4847;78:17:be:33:fb:d8;256;TR069;93;4077;
10.30.130.201;ae31.4847;24:d3:f2:fa:ea:be;1066;TR069;93;4077;
10.30.130.203;ae31.4847;78:b4:6a:ec:28:9c;186;TR069;93;4077;
10.30.130.205;ae31.4847;50:46:4a:38:93:98;232;TR069;93;4077;
10.30.130.207;ae31.4847;14:2e:5e:c3:34:62;1010;TR069;93;4077;
10.30.130.209;ae31.4847;6c:16:32:4f:df:5c;1109;TR069;93;4077;
10.30.130.211;ae31.4847;30:e9:8e:61:f9:b2;718;TR069;93;4077;
10.30.130.212;ae31.4847;e0:d9:e3:46:58:b7;230;TR069;93;4077;
10.30.130.213;ae31.4847;dc:f8:b9:d4:08:5e;887;TR069;93;4077;
10.30.130.215;ae31.4847;e4:ca:12:c9:4b:40;140;TR069;93;4077;
10.30.130.217;ae31.4847;78:b4:6a:ec:30:50;1039;TR069;93;4077;
10.30.130.219;ae31.4847;20:e8:82:d8:b4:92;872;TR069;93;4077;
10.30.130.221;ae31.4847;60:ce:86:88:6d:12;271;TR069;93;4077;
10.30.130.223;ae31.4847;74:9d:79:1d:55:a6;84;TR069;93;4077;
10.30.130.225;ae31.4847;20:e8:82:c3:8c:fc;1028;TR069;93;4077;
10.30.130.227;ae31.4847;e4:26:86:51:12:12;1044;TR069;93;4077;
10.30.130.229;ae31.4847;60:ce:86:88:57:02;197;TR069;93;4077;
10.30.130.233;ae31.4847;78:b4:6a:ec:35:7e;611;TR069;93;4077;
10.30.130.235;ae31.4847;a8:f9:4b:bc:9a:aa;756;TR069;93;4077;
10.30.130.236;ae31.4847;10:c3:ab:1f:b4:9b;550;TR069;93;4077;
10.30.130.237;ae31.4847;f4:de:af:e9:ff:44;943;TR069;93;4077;
10.30.130.238;ae31.4847;a8:f9:4b:dc:cf:bf;493;TR069;93;4077;
10.30.130.239;ae31.4847;c0:9f:e1:b8:d2:44;1103;TR069;93;4077;
10.30.130.241;ae31.4847;10:a3:b8:89:35:aa;476;TR069;93;4077;
10.30.130.243;ae31.4847;78:b4:6a:ec:27:d0;538;TR069;93;4077;
10.30.130.245;ae31.4847;88:d2:74:c1:19:f0;529;TR069;93;4077;
10.30.130.247;ae31.4847;70:f8:2b:80:79:72;560;TR069;93;4077;
10.30.130.249;ae31.4847;e0:d9:e3:43:84:dc;1190;TR069;93;4077;
10.30.130.253;ae31.4847;00:1f:ce:f8:e5:06;392;TR069;93;4077;
10.30.130.255;ae31.4847;20:e8:82:de:3d:c6;15;TR069;93;4077;
10.30.131.3;ae31.4847;00:1f:ce:f8:b8:60;243;TR069;93;4077;
10.30.131.4;ae31.4847;e8:28:c1:c8:c1:0f;830;TR069;93;4077;
10.30.131.5;ae31.4847;c0:9f:e1:b8:33:80;360;TR069;93;4077;
10.30.131.7;ae31.4847;e8:1b:69:3f:30:a2;485;TR069;93;4077;
10.30.131.9;ae31.4847;10:a3:b8:88:ed:5a;329;TR069;93;4077;
10.30.131.11;ae31.4847;00:1f:ce:f8:3d:68;864;TR069;93;4077;
10.30.131.13;ae31.4847;68:e2:09:ef:01:e8;460;TR069;93;4077;
10.30.131.15;ae31.4847;dc:f8:b9:d4:b9:46;415;TR069;93;4077;
10.30.131.17;ae31.4847;60:ce:86:7f:d3:52;1306;TR069;93;4077;
10.30.131.18;ae31.4847;68:e2:09:ef:02:1b;906;TR069;93;4077;
10.30.131.19;ae31.4847;60:ce:86:7f:95:72;1030;TR069;93;4077;
10.30.131.23;ae31.4847;c0:9f:e1:9a:f1:ea;899;TR069;93;4077;
10.30.131.25;ae31.4847;6c:16:32:4f:1f:fa;781;TR069;93;4077;
10.30.131.27;ae31.4847;e8:1b:69:3f:5f:e2;323;TR069;93;4077;
10.30.131.29;ae31.4847;cc:05:77:fb:17:98;1052;TR069;93;4077;
10.30.131.31;ae31.4847;00:1f:ce:f8:3f:34;810;TR069;93;4077;
10.30.131.33;ae31.4847;e4:26:86:6f:48:d2;1014;TR069;93;4077;
10.30.131.35;ae31.4847;88:d2:74:c1:1c:ae;111;TR069;93;4077;
10.30.131.37;ae31.4847;f0:3f:95:38:e3:d8;519;TR069;93;4077;
10.30.131.41;ae31.4847;20:e8:82:de:9d:7e;391;TR069;93;4077;
10.30.131.43;ae31.4847;c0:9f:e1:b7:cc:d2;885;TR069;93;4077;
10.30.131.45;ae31.4847;74:9d:79:1d:58:e4;1183;TR069;93;4077;
10.30.131.47;ae31.4847;14:2e:5e:ec:cf:62;471;TR069;93;4077;
10.30.131.49;ae31.4847;74:9d:79:0d:14:e0;528;TR069;93;4077;
10.30.131.50;ae31.4847;e0:d9:e3:46:41:37;809;TR069;93;4077;
10.30.131.51;ae31.4847;d4:60:e3:4d:d6:58;537;TR069;93;4077;
10.30.131.53;ae31.4847;f4:de:af:e9:fa:38;1050;TR069;93;4077;
10.30.131.55;ae31.4847;74:9d:79:1d:6c:9e;575;TR069;93;4077;
10.30.131.57;ae31.4847;50:46:4a:36:40:84;530;TR069;93;4077;
10.30.131.59;ae31.4847;6c:16:32:4e:11:f8;866;TR069;93;4077;
10.30.131.61;ae31.4847;e8:1b:69:3f:3e:f2;1229;TR069;93;4077;
10.30.131.63;ae31.4847;88:d2:74:c0:5e:8e;664;TR069;93;4077;
10.30.131.67;ae31.4847;6c:16:32:4e:e7:aa;386;TR069;93;4077;
10.30.131.69;ae31.4847;e8:1b:69:3f:23:b2;799;TR069;93;4077;
10.30.131.71;ae31.4847;70:f8:2b:80:7a:c2;937;TR069;93;4077;
10.30.131.72;ae31.4847;e0:d9:e3:46:54:97;122;TR069;93;4077;
10.30.131.73;ae31.4847;74:9d:79:1d:57:36;78;TR069;93;4077;
10.30.131.75;ae31.4847;70:f8:2b:80:7c:f2;296;TR069;93;4077;
10.30.131.77;ae31.4847;e4:ca:12:c9:65:d4;208;TR069;93;4077;
10.30.131.79;ae31.4847;74:9d:79:1d:53:6c;151;TR069;93;4077;
10.30.131.81;ae31.4847;c0:9f:e1:b3:af:3a;1180;TR069;93;4077;
10.30.131.83;ae31.4847;e0:d9:e3:43:e1:7c;281;TR069;93;4077;
10.30.131.85;ae31.4847;e8:1b:69:3f:20:12;819;TR069;93;4077;
10.30.131.87;ae31.4847;e4:26:86:51:13:d2;1174;TR069;93;4077;
10.30.131.89;ae31.4847;3c:98:72:8c:24:dc;505;TR069;93;4077;
10.30.131.91;ae31.4847;20:e8:82:d9:a9:e4;1395;TR069;93;4077;
10.30.131.93;ae31.4847;68:e2:09:6f:24:0e;40;TR069;93;4077;
10.30.131.95;ae31.4847;20:e8:82:de:24:fa;377;TR069;93;4077;
10.30.131.97;ae31.4847;14:2e:5e:ec:80:d2;726;TR069;93;4077;
10.30.131.99;ae31.4847;44:13:d0:a9:98:38;670;TR069;93;4077;
10.30.131.101;ae31.4847;14:2e:5e:ec:89:42;962;TR069;93;4077;
10.30.131.103;ae31.4847;60:ce:86:88:43:42;380;TR069;93;4077;
10.30.131.105;ae31.4847;20:e8:82:de:10:a2;730;TR069;93;4077;
10.30.131.107;ae31.4847;14:2e:5e:e4:6c:a2;334;TR069;93;4077;
10.30.131.109;ae31.4847;c0:9f:e1:b8:30:ce;1335;TR069;93;4077;
10.30.131.111;ae31.4847;74:9d:79:1d:52:c2;722;TR069;93;4077;
10.30.131.112;ae31.4847;a8:f9:4b:df:e5:a7;272;TR069;93;4077;
10.30.131.113;ae31.4847;50:46:4a:36:19:de;157;TR069;93;4077;
10.30.131.115;ae31.4847;c0:9f:e1:9b:71:7c;89;TR069;93;4077;
10.30.131.117;ae31.4847;10:a3:b8:88:c4:22;848;TR069;93;4077;
10.30.131.119;ae31.4847;6c:16:32:4f:df:e4;177;TR069;93;4077;
10.30.131.123;ae31.4847;00:1f:ce:f8:42:04;478;TR069;93;4077;
10.30.131.125;ae31.4847;78:81:02:46:3f:96;1157;TR069;93;4077;
10.30.131.127;ae31.4847;74:9d:79:1d:62:8a;1116;TR069;93;4077;
10.30.131.129;ae31.4847;78:b4:6a:ec:31:60;586;TR069;93;4077;
10.30.131.133;ae31.4847;50:46:4a:38:9d:b0;465;TR069;93;4077;
10.30.131.135;ae31.4847;74:9d:79:1c:f5:d4;226;TR069;93;4077;
10.30.131.137;ae31.4847;20:e8:82:de:1c:2a;222;TR069;93;4077;
10.30.131.139;ae31.4847;74:9d:79:1d:0f:88;1085;TR069;93;4077;
10.30.131.140;ae31.4847;a8:f9:4b:d7:83:b7;1346;TR069;93;4077;
10.30.131.142;ae31.4847;68:e2:09:ee:f3:a1;833;TR069;93;4077;
10.30.131.143;ae31.4847;f0:3f:95:38:ce:fe;916;TR069;93;4077;
10.30.131.145;ae31.4847;3c:98:72:d3:9d:00;382;TR069;93;4077;
10.30.131.147;ae31.4847;50:46:4a:38:a0:36;147;TR069;93;4077;
10.30.131.149;ae31.4847;e4:26:86:6f:54:c2;22;TR069;93;4077;
10.30.131.151;ae31.4847;20:e8:82:de:3b:62;1147;TR069;93;4077;
10.30.131.153;ae31.4847;00:1f:ce:f8:77:e2;317;TR069;93;4077;
10.30.131.155;ae31.4847;3c:98:72:d4:00:7e;705;TR069;93;4077;
10.30.131.156;ae31.4847;e0:d9:e3:46:1b:5f;944;TR069;93;4077;
10.30.131.157;ae31.4847;14:2e:5e:e3:60:f2;258;TR069;93;4077;
10.30.131.159;ae31.4847;e8:1b:69:3f:34:42;1056;TR069;93;4077;
10.30.131.161;ae31.4847;24:d3:f2:fa:cb:1a;243;TR069;93;4077;
10.30.131.163;ae31.4847;60:ce:86:88:59:d2;471;TR069;93;4077;
10.30.131.165;ae31.4847;d4:60:e3:4d:6e:de;629;TR069;93;4077;
10.30.131.166;ae31.4847;78:b4:6a:ec:4a:cf;52;TR069;93;4077;
10.30.131.167;ae31.4847;60:ce:86:88:35:42;231;TR069;93;4077;
10.30.131.169;ae31.4847;6c:16:32:4f:24:e4;44;TR069;93;4077;
10.30.131.171;ae31.4847;70:f8:2b:80:7c:72;1134;TR069;93;4077;
10.30.131.172;ae31.4847;50:46:4a:36:27:e1;693;TR069;93;4077;
10.30.131.173;ae31.4847;20:e8:82:de:1c:5a;1092;TR069;93;4077;
10.30.131.175;ae31.4847;60:ce:86:88:48:b2;984;TR069;93;4077;
10.30.131.177;ae31.4847;e4:ca:12:c8:d7:8a;1074;TR069;93;4077;
10.30.131.179;ae31.4847;6c:16:32:4f:1b:32;436;TR069;93;4077;
10.30.131.180;ae31.4847;cc:05:77:8c:16:d5;1274;TR069;93;4077;
10.30.131.181;ae31.4847;10:a3:b8:88:56:32;237;TR069;93;4077;
10.30.131.185;ae31.4847;dc:f8:b9:d3:93:e8;733;TR069;93;4077;
10.30.131.187;ae31.4847;78:81:02:47:48:28;410;TR069;93;4077;
10.30.131.189;ae31.4847;e8:1b:69:3f:48:92;640;TR069;93;4077;
10.30.131.191;ae31.4847;74:9d:79:0c:a5:e6;1338;TR069;93;4077;
10.30.131.193;ae31.4847;28:ff:3e:4f:a7:7c;45;TR069;93;4077;
10.30.131.194;ae31.4847;78:17:be:33:fe:b3;1095;TR069;93;4077;
10.30.131.195;ae31.4847;60:ce:86:88:69:a2;524;TR069;93;4077;
10.30.131.197;ae31.4847;74:9d:79:1c:d7:e8;295;TR069;93;4077;
10.30.131.198;ae31.4847;4c:f5:5b:c2:51:37;295;TR069;93;4077;
10.30.131.199;ae31.4847;88:d2:74:c1:41:5c;713;TR069;93;4077;
10.30.131.201;ae31.4847;68:e2:09:ee:6c:7e;745;TR069;93;4077;
10.30.131.203;ae31.4847;dc:f8:b9:d3:89:b0;665;TR069;93;4077;
10.30.131.205;ae31.4847;24:d3:f2:fa:c6:f4;157;TR069;93;4077;
10.30.131.208;ae31.4847;e4:ca:12:97:ae:27;467;TR069;93;4077;
10.30.131.209;ae31.4847;14:2e:5e:ec:80:12;492;TR069;93;4077;
10.30.131.211;ae31.4847;74:9d:79:0c:7e:54;889;TR069;93;4077;
10.30.131.217;ae31.4847;c0:9f:e1:9b:90:06;1097;TR069;93;4077;
10.30.131.219;ae31.4847;6c:16:32:4f:1c:ca;702;TR069;93;4077;
10.30.131.221;ae31.4847;e4:26:86:6e:5f:22;1071;TR069;93;4077;
10.30.131.223;ae31.4847;60:ce:86:88:65:42;1312;TR069;93;4077;
10.30.131.227;ae31.4847;74:9d:79:1c:ac:28;1057;TR069;93;4077;
10.30.131.229;ae31.4847;50:46:4a:37:9c:08;429;TR069;93;4077;
10.30.131.231;ae31.4847;e8:1b:69:3f:1e:a2;404;TR069;93;4077;
10.30.131.233;ae31.4847;24:d3:f2:fb:42:ba;1060;TR069;93;4077;
10.30.131.235;ae31.4847;60:ce:86:88:2f:f2;1352;TR069;93;4077;
10.30.131.237;ae31.4847;00:1f:ce:f8:3b:42;909;TR069;93;4077;
10.30.131.239;ae31.4847;dc:f8:b9:d3:4e:1c;702;TR069;93;4077;
10.30.131.241;ae31.4847;24:d3:f2:fa:c5:c8;479;TR069;93;4077;
10.30.131.245;ae31.4847;60:ce:86:81:81:72;947;TR069;93;4077;
10.30.131.249;ae31.4847;00:1f:ce:f9:12:d8;50;TR069;93;4077;
10.30.131.253;ae31.4847;10:c3:ab:1f:5c:e2;849;TR069;93;4077;
10.30.131.255;ae31.4847;10:a3:b8:88:98:da;797;TR069;93;4077;
10.30.132.0;ae31.4847;a8:f9:4b:dd:4d:b7;1102;TR069;93;4077;
10.30.132.1;ae31.4847;10:a3:b8:88:a3:8a;882;TR069;93;4077;
10.30.132.3;ae31.4847;50:46:4a:38:93:76;68;TR069;93;4077;
10.30.132.5;ae31.4847;60:ce:86:88:48:d2;518;TR069;93;4077;
10.30.132.7;ae31.4847;e4:26:86:6f:2e:f2;27;TR069;93;4077;
10.30.132.9;ae31.4847;00:1f:ce:f8:e9:fc;857;TR069;93;4077;
10.30.132.13;ae31.4847;c0:9f:e1:b8:d5:da;990;TR069;93;4077;
10.30.132.15;ae31.4847;e8:1b:69:3f:23:e2;979;TR069;93;4077;
10.30.132.17;ae31.4847;d4:60:e3:4d:6c:36;253;TR069;93;4077;
10.30.132.19;ae31.4847;60:ce:86:89:e6:f2;811;TR069;93;4077;
10.30.132.21;ae31.4847;78:17:be:34:5a:8a;1000;TR069;93;4077;
10.30.132.23;ae31.4847;c0:9f:e1:9a:8f:0e;130;TR069;93;4077;
10.30.132.25;ae31.4847;14:2e:5e:e4:89:32;411;TR069;93;4077;
10.30.132.29;ae31.4847;c0:9f:e1:b8:d2:74;1061;TR069;93;4077;
10.30.132.31;ae31.4847;f0:3f:95:38:c8:e2;1086;TR069;93;4077;
10.30.132.33;ae31.4847;f0:3f:95:38:b7:5a;774;TR069;93;4077;
10.30.132.35;ae31.4847;f4:de:af:e9:ff:cc;9;TR069;93;4077;
10.30.132.37;ae31.4847;60:ce:86:81:7f:22;1037;TR069;93;4077;
10.30.132.39;ae31.4847;74:9d:79:1d:62:b2;1273;TR069;93;4077;
10.30.132.41;ae31.4847;78:b4:6a:ec:21:92;583;TR069;93;4077;
10.30.132.43;ae31.4847;dc:f8:b9:d3:82:a8;884;TR069;93;4077;
10.30.132.44;ae31.4847;6c:16:32:4f:1f:3f;652;TR069;93;4077;
10.30.132.45;ae31.4847;78:b4:6a:ec:29:ac;80;TR069;93;4077;
10.30.132.47;ae31.4847;3c:98:72:d2:25:4c;260;TR069;93;4077;
10.30.132.49;ae31.4847;50:46:4a:36:0e:2e;586;TR069;93;4077;
10.30.132.51;ae31.4847;3c:98:72:d3:1b:28;672;TR069;93;4077;
10.30.132.57;ae31.4847;3c:98:72:d3:83:88;688;TR069;93;4077;
10.30.132.59;ae31.4847;78:b4:6a:ec:2d:86;1059;TR069;93;4077;
10.30.132.61;ae31.4847;30:e9:8e:61:fd:8c;22;TR069;93;4077;
10.30.132.63;ae31.4847;00:1f:ce:f8:8f:34;1171;TR069;93;4077;
10.30.132.65;ae31.4847;24:d3:f2:fa:9e:2c;1156;TR069;93;4077;
10.30.132.69;ae31.4847;78:b4:6a:ec:30:94;363;TR069;93;4077;
10.30.132.71;ae31.4847;74:9d:79:1c:dd:9c;464;TR069;93;4077;
10.30.132.72;ae31.4847;a8:f9:4b:c6:a3:3b;668;TR069;93;4077;
10.30.132.73;ae31.4847;78:b4:6a:ec:2c:54;743;TR069;93;4077;
10.30.132.75;ae31.4847;74:9d:79:0c:c2:ce;177;TR069;93;4077;
10.30.132.77;ae31.4847;3c:98:72:8b:39:aa;197;TR069;93;4077;
10.30.132.79;ae31.4847;24:d3:f2:fb:45:4e;904;TR069;93;4077;
10.30.132.81;ae31.4847;24:d3:f2:fb:d9:56;559;TR069;93;4077;
10.30.132.83;ae31.4847;00:1f:ce:f8:07:26;811;TR069;93;4077;
10.30.132.84;ae31.4847;70:fd:45:38:28:1b;1355;TR069;93;4077;
10.30.132.85;ae31.4847;88:d2:74:c0:6a:be;599;TR069;93;4077;
10.30.132.87;ae31.4847;78:81:02:46:f8:82;837;TR069;93;4077;
10.30.132.89;ae31.4847;1c:bb:a8:e8:1a:8e;603;TR069;93;4077;
10.30.132.91;ae31.4847;f0:3f:95:37:08:52;1156;TR069;93;4077;
10.30.132.93;ae31.4847;6c:16:32:4f:e2:26;462;TR069;93;4077;
10.30.132.95;ae31.4847;24:d3:f2:fa:c3:c4;1329;TR069;93;4077;
10.30.132.97;ae31.4847;28:ff:3e:4f:e0:04;1341;TR069;93;4077;
10.30.132.99;ae31.4847;00:1f:ce:f8:28:b4;1021;TR069;93;4077;
10.30.132.101;ae31.4847;74:9d:79:1d:55:60;1035;TR069;93;4077;
10.30.132.103;ae31.4847;14:2e:5e:e4:1e:92;540;TR069;93;4077;
10.30.132.105;ae31.4847;a8:f9:4b:71:2c:b0;517;TR069;93;4077;
10.30.132.107;ae31.4847;e8:1b:69:3f:43:b2;1095;TR069;93;4077;
10.30.132.109;ae31.4847;60:ce:86:88:55:22;1112;TR069;93;4077;
10.30.132.111;ae31.4847;dc:f8:b9:d3:8b:fc;990;TR069;93;4077;
10.30.132.113;ae31.4847;24:d3:f2:fb:46:fe;671;TR069;93;4077;
10.30.132.115;ae31.4847;f0:3f:95:37:e3:84;1327;TR069;93;4077;
10.30.132.117;ae31.4847;50:46:4a:36:21:70;502;TR069;93;4077;
10.30.132.119;ae31.4847;88:d2:74:c0:46:7c;215;TR069;93;4077;
10.30.132.121;ae31.4847;e4:26:86:6f:49:e2;1135;TR069;93;4077;
