ip;int;mac;exp;vrf;tag_inner;tag_outer;tag_vlanid
10.5.163.199;ae31.4869;e8:1b:69:40:26:42;1171;TR069;291;4088;
10.5.163.200;ae31.4869;e0:d9:e3:46:08:b7;537;TR069;291;4088;
10.5.163.201;ae31.4869;e4:26:86:98:59:82;1036;TR069;291;4088;
10.5.163.202;ae31.4869;b0:46:fc:59:30:af;698;TR069;291;4088;
10.5.163.203;ae31.4869;e8:1b:69:40:22:52;815;TR069;291;4088;
10.5.163.204;ae31.4869;b0:46:fc:59:56:c5;815;TR069;291;4088;
10.5.163.206;ae31.4869;b0:46:fc:53:14:4b;106;TR069;291;4088;
10.5.163.207;ae31.4869;e4:26:86:98:46:e2;746;TR069;291;4088;
10.5.163.209;ae31.4869;e4:26:86:51:1c:32;81;TR069;291;4088;
10.5.163.211;ae31.4869;1c:bb:a8:e6:0d:f6;758;TR069;291;4088;
10.5.163.213;ae31.4869;14:2e:5e:e4:47:f2;536;TR069;291;4088;
10.5.163.215;ae31.4869;d4:60:e3:e6:69:ce;754;TR069;291;4088;
10.5.163.219;ae31.4869;e4:26:86:6e:0f:b2;300;TR069;291;4088;
10.5.163.221;ae31.4869;74:9d:79:1d:65:f0;813;TR069;291;4088;
10.5.163.225;ae31.4869;70:f8:2b:80:7e:a2;563;TR069;291;4088;
10.5.163.227;ae31.4869;1c:bb:a8:e6:20:48;225;TR069;291;4088;
10.5.163.229;ae31.4869;10:a3:b8:88:be:b2;335;TR069;291;4088;
10.5.163.231;ae31.4869;e4:26:86:98:54:12;629;TR069;291;4088;
10.5.163.239;ae31.4869;1c:bb:a8:ef:bc:16;641;TR069;291;4088;
10.5.163.243;ae31.4869;74:9d:79:1d:5b:aa;1085;TR069;291;4088;
10.5.163.245;ae31.4869;14:2e:5e:e4:44:02;809;TR069;291;4088;
10.5.163.247;ae31.4869;1c:bb:a8:e6:2c:f0;386;TR069;291;4088;
10.5.163.249;ae31.4869;74:9d:79:1c:de:fa;775;TR069;291;4088;
10.5.163.251;ae31.4869;d4:60:e3:4c:de:1a;697;TR069;291;4088;
10.5.163.255;ae31.4869;f0:3f:95:37:45:de;542;TR069;291;4088;
10.5.164.1;ae31.4869;1c:bb:a8:ee:9d:86;377;TR069;291;4088;
10.5.164.3;ae31.4869;1c:bb:a8:e8:bf:42;1327;TR069;291;4088;
10.5.164.5;ae31.4869;e4:26:86:98:49:72;389;TR069;291;4088;
10.5.164.7;ae31.4869;60:ce:86:7f:b6:c2;685;TR069;291;4088;
10.5.164.11;ae31.4869;1c:bb:a8:e6:15:c6;3;TR069;291;4088;
10.5.164.13;ae31.4869;1c:bb:a8:ef:e6:5a;910;TR069;291;4088;
10.5.164.15;ae31.4869;74:9d:79:0d:09:8c;723;TR069;291;4088;
10.5.164.17;ae31.4869;60:ce:86:8a:22:c2;958;TR069;291;4088;
10.5.164.19;ae31.4869;10:c3:ab:1f:c8:10;772;TR069;291;4088;
10.5.164.25;ae31.4869;e4:26:86:97:d9:12;1435;TR069;291;4088;
10.5.164.29;ae31.4869;1c:bb:a8:e6:f4:00;753;TR069;291;4088;
10.5.164.31;ae31.4869;d4:60:e3:e6:e4:ee;1151;TR069;291;4088;
10.5.164.33;ae31.4869;1c:bb:a8:e6:22:f0;826;TR069;291;4088;
10.5.164.35;ae31.4869;1c:bb:a8:f0:49:42;300;TR069;291;4088;
10.5.164.37;ae31.4869;e4:26:86:98:55:82;507;TR069;291;4088;
10.5.164.41;ae31.4869;e4:26:86:98:55:a2;1284;TR069;291;4088;
10.5.164.43;ae31.4869;74:9d:79:1c:af:34;856;TR069;291;4088;
10.5.164.45;ae31.4869;10:c3:ab:1f:60:9a;628;TR069;291;4088;
10.5.164.47;ae31.4869;74:9d:79:1c:ca:8c;952;TR069;291;4088;
10.5.164.51;ae31.4869;6c:16:32:4f:bf:7c;535;TR069;291;4088;
10.5.164.55;ae31.4869;10:a3:b8:8a:04:ea;1039;TR069;291;4088;
10.5.164.57;ae31.4869;60:ce:86:81:51:d2;1249;TR069;291;4088;
10.5.164.63;ae31.4869;74:9d:79:0c:c6:20;345;TR069;291;4088;
10.5.164.65;ae31.4869;8c:68:3a:e2:a8:a6;542;TR069;291;4088;
10.5.164.67;ae31.4869;1c:bb:a8:e7:16:6a;1109;TR069;291;4088;
10.5.164.69;ae31.4869;e4:26:86:51:14:72;791;TR069;291;4088;
10.5.164.75;ae31.4869;3c:98:72:d2:43:ba;1013;TR069;291;4088;
10.5.164.77;ae31.4869;74:9d:79:0c:bb:6c;688;TR069;291;4088;
10.5.164.79;ae31.4869;74:9d:79:1c:f7:8c;288;TR069;291;4088;
10.5.164.81;ae31.4869;1c:bb:a8:e6:20:84;181;TR069;291;4088;
10.5.164.83;ae31.4869;74:9d:79:0c:a5:c8;1018;TR069;291;4088;
10.5.164.85;ae31.4869;60:ce:86:7f:b9:72;961;TR069;291;4088;
10.5.164.89;ae31.4869;d4:60:e3:4e:2d:42;166;TR069;291;4088;
10.5.164.93;ae31.4869;e4:26:86:98:40:c2;867;TR069;291;4088;
10.5.164.101;ae31.4869;e4:26:86:6e:15:52;1080;TR069;291;4088;
10.5.164.103;ae31.4869;10:c3:ab:1f:c7:cc;493;TR069;291;4088;
10.5.164.105;ae31.4869;1c:bb:a8:ed:07:e6;37;TR069;291;4088;
10.5.164.109;ae31.4869;e4:26:86:6e:12:72;1207;TR069;291;4088;
10.5.164.119;ae31.4869;1c:bb:a8:e6:f4:d2;594;TR069;291;4088;
10.5.164.123;ae31.4869;e4:26:86:98:3f:42;148;TR069;291;4088;
10.5.164.129;ae31.4869;74:9d:79:0d:14:18;964;TR069;291;4088;
10.5.164.131;ae31.4869;60:ce:86:8a:1a:a2;834;TR069;291;4088;
10.5.164.135;ae31.4869;60:ce:86:81:61:42;696;TR069;291;4088;
10.5.164.137;ae31.4869;1c:bb:a8:e7:b8:22;1071;TR069;291;4088;
10.5.164.139;ae31.4869;74:9d:79:0c:7a:30;1108;TR069;291;4088;
10.5.164.141;ae31.4869;10:c3:ab:1f:64:da;1103;TR069;291;4088;
10.5.164.145;ae31.4869;1c:bb:a8:e6:34:0c;898;TR069;291;4088;
10.5.164.147;ae31.4869;60:ce:86:7f:b7:82;988;TR069;291;4088;
10.5.164.153;ae31.4869;68:e2:09:ee:99:1e;291;TR069;291;4088;
10.5.164.155;ae31.4869;78:81:02:1d:92:36;858;TR069;291;4088;
10.5.164.157;ae31.4869;e4:26:86:98:47:a2;714;TR069;291;4088;
10.5.164.159;ae31.4869;e4:26:86:98:53:b2;481;TR069;291;4088;
10.5.164.161;ae31.4869;74:9d:79:1c:dd:b0;829;TR069;291;4088;
10.5.164.163;ae31.4869;74:9d:79:1c:f1:e2;1075;TR069;291;4088;
10.5.164.165;ae31.4869;e4:26:86:97:e2:d2;712;TR069;291;4088;
10.5.164.167;ae31.4869;d4:60:e3:e1:9e:a0;886;TR069;291;4088;
10.5.164.169;ae31.4869;f4:b5:aa:92:a7:2e;1161;TR069;291;4088;
10.5.164.171;ae31.4869;c0:9f:e1:9a:92:da;689;TR069;291;4088;
10.5.164.175;ae31.4869;1c:bb:a8:ed:4e:90;859;TR069;291;4088;
10.5.164.177;ae31.4869;88:d2:74:c0:ef:96;1072;TR069;291;4088;
10.5.164.181;ae31.4869;3c:98:72:c3:e2:2c;1258;TR069;291;4088;
10.5.164.185;ae31.4869;1c:bb:a8:ef:ba:40;537;TR069;291;4088;
10.5.164.187;ae31.4869;e4:26:86:60:75:52;323;TR069;291;4088;
10.5.164.189;ae31.4869;60:ce:86:7f:b5:72;325;TR069;291;4088;
10.5.164.193;ae31.4869;70:f8:2b:80:7e:82;743;TR069;291;4088;
10.5.164.197;ae31.4869;3c:98:72:d2:42:2a;1047;TR069;291;4088;
10.5.164.199;ae31.4869;1c:bb:a8:f0:ac:fc;720;TR069;291;4088;
10.5.164.201;ae31.4869;14:2e:5e:e4:54:f2;62;TR069;291;4088;
10.5.164.203;ae31.4869;e4:26:86:6e:53:02;645;TR069;291;4088;
10.5.164.209;ae31.4869;1c:bb:a8:ed:67:72;291;TR069;291;4088;
10.5.164.211;ae31.4869;74:9d:79:1d:9a:5c;973;TR069;291;4088;
10.5.164.213;ae31.4869;e4:26:86:51:1a:62;1020;TR069;291;4088;
10.5.164.215;ae31.4869;e4:26:86:6e:0d:92;472;TR069;291;4088;
10.5.164.217;ae31.4869;e4:26:86:6e:10:82;1187;TR069;291;4088;
10.5.164.219;ae31.4869;60:ce:86:88:a7:62;773;TR069;291;4088;
10.5.164.221;ae31.4869;60:ce:86:8a:12:92;964;TR069;291;4088;
10.5.164.223;ae31.4869;1c:bb:a8:e7:d8:ca;23;TR069;291;4088;
10.5.164.225;ae31.4869;1c:bb:a8:e6:29:9e;43;TR069;291;4088;
10.5.164.229;ae31.4869;d4:60:e3:4d:6a:d8;1066;TR069;291;4088;
10.5.164.233;ae31.4869;3c:98:72:d2:3b:4a;731;TR069;291;4088;
10.5.164.235;ae31.4869;1c:bb:a8:e8:bf:10;1153;TR069;291;4088;
10.5.164.237;ae31.4869;8c:68:3a:e2:b3:46;489;TR069;291;4088;
10.5.164.239;ae31.4869;74:9d:79:1c:fc:b4;521;TR069;291;4088;
10.5.164.241;ae31.4869;1c:bb:a8:e6:f4:32;334;TR069;291;4088;
10.5.164.245;ae31.4869;1c:bb:a8:ec:de:c4;1221;TR069;291;4088;
10.5.164.249;ae31.4869;1c:bb:a8:e7:9a:ae;581;TR069;291;4088;
10.5.164.251;ae31.4869;3c:98:72:d2:25:9c;445;TR069;291;4088;
10.5.164.253;ae31.4869;1c:bb:a8:ec:dd:ca;202;TR069;291;4088;
10.5.164.255;ae31.4869;1c:bb:a8:e7:a8:96;1323;TR069;291;4088;
10.5.165.1;ae31.4869;3c:98:72:c3:ee:c0;777;TR069;291;4088;
10.5.165.3;ae31.4869;3c:98:72:d2:f8:be;487;TR069;291;4088;
10.5.165.5;ae31.4869;6c:16:32:4f:be:06;1234;TR069;291;4088;
10.5.165.7;ae31.4869;e4:26:86:98:42:52;766;TR069;291;4088;
10.5.165.9;ae31.4869;3c:98:72:d2:56:7a;860;TR069;291;4088;
10.5.165.11;ae31.4869;1c:bb:a8:ef:c1:02;739;TR069;291;4088;
10.5.165.13;ae31.4869;b0:46:fc:51:2b:d6;948;TR069;291;4088;
10.5.165.17;ae31.4869;3c:98:72:d3:fd:e0;847;TR069;291;4088;
10.5.165.19;ae31.4869;60:ce:86:8a:36:52;700;TR069;291;4088;
10.5.165.21;ae31.4869;1c:bb:a8:ec:e7:3e;735;TR069;291;4088;
10.5.165.23;ae31.4869;60:ce:86:88:90:02;207;TR069;291;4088;
10.5.165.25;ae31.4869;60:ce:86:8a:16:72;698;TR069;291;4088;
10.5.165.29;ae31.4869;60:ce:86:81:55:12;959;TR069;291;4088;
10.5.165.33;ae31.4869;e4:26:86:97:e8:a2;951;TR069;291;4088;
10.5.165.35;ae31.4869;10:a3:b8:89:3a:da;812;TR069;291;4088;
10.5.165.39;ae31.4869;cc:05:77:82:2b:da;898;TR069;291;4088;
10.5.165.41;ae31.4869;14:2e:5e:e4:4c:62;768;TR069;291;4088;
10.5.165.45;ae31.4869;e4:26:86:6e:1e:12;419;TR069;291;4088;
10.5.165.47;ae31.4869;74:9d:79:0d:14:7c;645;TR069;291;4088;
10.5.165.49;ae31.4869;e4:26:86:6e:10:62;939;TR069;291;4088;
10.5.165.51;ae31.4869;3c:98:72:d2:60:34;1404;TR069;291;4088;
10.5.165.53;ae31.4869;20:e8:82:d9:a8:b8;881;TR069;291;4088;
10.5.165.57;ae31.4869;1c:bb:a8:e6:33:3a;501;TR069;291;4088;
10.5.165.59;ae31.4869;e4:26:86:6e:14:a2;249;TR069;291;4088;
10.5.165.63;ae31.4869;14:2e:5e:e3:44:22;1158;TR069;291;4088;
10.5.165.67;ae31.4869;1c:bb:a8:f1:7a:c4;1234;TR069;291;4088;
10.5.165.69;ae31.4869;c0:9f:e1:b7:8e:80;375;TR069;291;4088;
10.5.165.71;ae31.4869;d4:60:e3:e6:8f:c6;252;TR069;291;4088;
10.5.165.75;ae31.4869;b0:46:fc:51:29:a6;1199;TR069;291;4088;
10.5.165.77;ae31.4869;e4:26:86:98:53:d2;905;TR069;291;4088;
10.5.165.79;ae31.4869;1c:bb:a8:e6:ed:0c;994;TR069;291;4088;
10.5.165.81;ae31.4869;1c:bb:a8:ed:0b:24;784;TR069;291;4088;
10.5.165.83;ae31.4869;60:ce:86:88:a8:b2;449;TR069;291;4088;
10.5.165.85;ae31.4869;1c:bb:a8:e6:3e:e8;1042;TR069;291;4088;
10.5.165.87;ae31.4869;e4:26:86:6e:14:12;180;TR069;291;4088;
10.5.165.89;ae31.4869;3c:98:72:c3:d5:20;4;TR069;291;4088;
10.5.165.91;ae31.4869;1c:bb:a8:e6:68:46;689;TR069;291;4088;
10.5.165.93;ae31.4869;10:a3:b8:8a:48:fa;36;TR069;291;4088;
10.5.165.95;ae31.4869;60:ce:86:8a:15:62;178;TR069;291;4088;
10.5.165.97;ae31.4869;70:f8:2b:80:d3:52;80;TR069;291;4088;
10.5.165.99;ae31.4869;14:2e:5e:e4:43:c2;938;TR069;291;4088;
10.5.165.103;ae31.4869;e4:26:86:6e:53:92;814;TR069;291;4088;
10.5.165.105;ae31.4869;6c:16:32:4f:bd:c2;754;TR069;291;4088;
10.5.165.107;ae31.4869;1c:bb:a8:e6:37:5e;588;TR069;291;4088;
10.5.165.109;ae31.4869;60:ce:86:81:54:32;1186;TR069;291;4088;
10.5.165.115;ae31.4869;1c:bb:a8:f0:ff:22;1104;TR069;291;4088;
10.5.165.117;ae31.4869;74:9d:79:1c:c3:b6;696;TR069;291;4088;
10.5.165.127;ae31.4869;1c:bb:a8:e6:e8:84;721;TR069;291;4088;
10.5.165.129;ae31.4869;e4:26:86:5f:95:c2;269;TR069;291;4088;
10.5.165.131;ae31.4869;10:c3:ab:1f:c7:00;781;TR069;291;4088;
10.5.165.133;ae31.4869;60:ce:86:89:c2:12;1115;TR069;291;4088;
10.5.165.137;ae31.4869;6c:16:32:4f:bb:c4;1248;TR069;291;4088;
10.5.165.139;ae31.4869;e4:26:86:6e:52:f2;725;TR069;291;4088;
10.5.165.141;ae31.4869;e4:26:86:60:70:42;697;TR069;291;4088;
10.5.165.143;ae31.4869;8c:68:3a:e2:b0:e2;209;TR069;291;4088;
10.5.165.145;ae31.4869;1c:bb:a8:f0:dc:ae;1152;TR069;291;4088;
10.5.165.147;ae31.4869;b0:46:fc:51:7c:76;1059;TR069;291;4088;
10.5.165.151;ae31.4869;e8:1b:69:40:23:22;1166;TR069;291;4088;
10.5.165.153;ae31.4869;74:9d:79:0d:11:20;643;TR069;291;4088;
10.5.165.155;ae31.4869;1c:bb:a8:e6:1a:d0;814;TR069;291;4088;
10.5.165.159;ae31.4869;1c:bb:a8:ec:e8:42;1190;TR069;291;4088;
10.5.165.161;ae31.4869;1c:bb:a8:ef:cc:92;41;TR069;291;4088;
10.5.165.163;ae31.4869;68:e2:09:ee:e7:e0;164;TR069;291;4088;
10.5.165.165;ae31.4869;60:ce:86:89:c5:a2;1128;TR069;291;4088;
10.5.165.167;ae31.4869;f0:3f:95:37:46:44;358;TR069;291;4088;
10.5.165.169;ae31.4869;60:ce:86:89:c6:a2;41;TR069;291;4088;
10.5.165.171;ae31.4869;3c:98:72:d3:24:60;193;TR069;291;4088;
10.5.165.173;ae31.4869;74:9d:79:1c:fa:c0;207;TR069;291;4088;
10.5.165.175;ae31.4869;f4:de:af:e9:9f:e8;291;TR069;291;4088;
10.5.165.179;ae31.4869;58:25:75:f4:eb:58;800;TR069;291;4088;
10.5.165.181;ae31.4869;e8:1b:69:40:25:42;227;TR069;291;4088;
10.5.165.185;ae31.4869;70:f8:2b:80:b0:b2;615;TR069;291;4088;
10.5.165.189;ae31.4869;3c:98:72:d2:56:fc;876;TR069;291;4088;
10.5.165.191;ae31.4869;10:c3:ab:1f:69:a2;1019;TR069;291;4088;
10.5.165.193;ae31.4869;60:ce:86:89:d0:f2;879;TR069;291;4088;
10.5.165.195;ae31.4869;1c:bb:a8:e6:26:88;712;TR069;291;4088;
10.5.165.199;ae31.4869;74:9d:79:1c:d1:12;715;TR069;291;4088;
10.5.165.205;ae31.4869;3c:98:72:d2:57:38;516;TR069;291;4088;
10.5.165.207;ae31.4869;10:c3:ab:1f:63:86;970;TR069;291;4088;
10.5.192.2;ae31.4872;a8:f9:4b:c7:07:23;1292;TR069;292;4089;
10.5.192.4;ae31.4872;a8:f9:4b:1c:96:af;400;TR069;292;4089;
10.5.192.5;ae31.4872;a8:f9:4b:73:93:80;869;TR069;292;4089;
10.5.192.6;ae31.4872;f0:3f:95:37:00:27;14;TR069;292;4089;
10.5.192.7;ae31.4872;e8:1b:69:3e:ee:22;86;TR069;292;4089;
10.5.192.9;ae31.4872;20:e8:82:d9:31:1e;804;TR069;292;4089;
10.5.192.11;ae31.4872;a8:f9:4b:72:d4:a8;1069;TR069;292;4089;
10.5.192.13;ae31.4872;3c:98:72:2a:22:02;4;TR069;292;4089;
10.5.192.15;ae31.4872;a8:f9:4b:74:0c:20;635;TR069;292;4089;
10.5.192.18;ae31.4872;a8:f9:4b:c8:31:cb;942;TR069;292;4089;
10.5.192.20;ae31.4872;a8:f9:4b:c8:03:63;155;TR069;292;4089;
10.5.192.23;ae31.4872;60:ce:86:8a:2b:f2;444;TR069;292;4089;
10.5.192.25;ae31.4872;c0:9f:e1:9a:4c:30;605;TR069;292;4089;
10.5.192.27;ae31.4872;a8:f9:4b:68:ed:f0;1181;TR069;292;4089;
10.5.192.29;ae31.4872;a8:f9:4b:6b:fd:78;1147;TR069;292;4089;
10.5.192.30;ae31.4872;a8:f9:4b:c4:56:47;1458;TR069;292;4089;
10.5.192.31;ae31.4872;cc:05:77:77:c9:ba;317;TR069;292;4089;
10.5.192.33;ae31.4872;a8:f9:4b:70:40:98;965;TR069;292;4089;
10.5.192.35;ae31.4872;e4:ca:12:c8:af:ca;901;TR069;292;4089;
10.5.192.36;ae31.4872;a8:f9:4b:c8:ed:8b;737;TR069;292;4089;
10.5.192.37;ae31.4872;10:a3:b8:88:62:22;346;TR069;292;4089;
10.5.192.43;ae31.4872;20:e8:82:d9:2d:34;679;TR069;292;4089;
10.5.192.46;ae31.4872;a8:f9:4b:1c:96:47;1139;TR069;292;4089;
10.5.192.47;ae31.4872;a8:f9:4b:63:52:3c;935;TR069;292;4089;
10.5.192.49;ae31.4872;20:e8:82:d9:27:c4;737;TR069;292;4089;
10.5.192.50;ae31.4872;a8:f9:4b:cb:6e:63;871;TR069;292;4089;
10.5.192.51;ae31.4872;88:d2:74:c0:bc:ba;587;TR069;292;4089;
10.5.192.53;ae31.4872;f4:b5:aa:93:24:2c;330;TR069;292;4089;
10.5.192.54;ae31.4872;a8:f9:4b:dd:88:7f;627;TR069;292;4089;
10.5.192.55;ae31.4872;e4:26:86:5f:bb:42;4;TR069;292;4089;
10.5.192.59;ae31.4872;a8:f9:4b:70:be:78;439;TR069;292;4089;
10.5.192.61;ae31.4872;a8:f9:4b:bc:f2:6a;1009;TR069;292;4089;
10.5.192.65;ae31.4872;60:ce:86:89:aa:92;334;TR069;292;4089;
10.5.192.66;ae31.4872;a8:f9:4b:cc:91:eb;966;TR069;292;4089;
10.5.192.71;ae31.4872;e4:26:86:97:ef:82;915;TR069;292;4089;
10.5.192.72;ae31.4872;a8:f9:4b:cc:ad:7b;338;TR069;292;4089;
10.5.192.73;ae31.4872;20:e8:82:de:dd:26;734;TR069;292;4089;
10.5.192.75;ae31.4872;a8:f9:4b:6d:f4:20;450;TR069;292;4089;
10.5.192.76;ae31.4872;8c:68:3a:e2:cf:5d;484;TR069;292;4089;
10.5.192.77;ae31.4872;70:f8:2b:80:9f:12;211;TR069;292;4089;
10.5.192.78;ae31.4872;e0:d9:e3:6b:0e:97;877;TR069;292;4089;
10.5.192.80;ae31.4872;a8:f9:4b:e0:d9:8f;175;TR069;292;4089;
10.5.192.81;ae31.4872;20:e8:82:d9:2c:5c;1121;TR069;292;4089;
10.5.192.88;ae31.4872;a8:f9:4b:ba:6f:77;299;TR069;292;4089;
10.5.192.89;ae31.4872;70:f8:2b:80:bf:32;590;TR069;292;4089;
10.5.192.92;ae31.4872;a8:f9:4b:c4:66:e7;1268;TR069;292;4089;
10.5.192.93;ae31.4872;e4:26:86:5f:a0:c2;781;TR069;292;4089;
10.5.192.95;ae31.4872;50:46:4a:37:1f:98;681;TR069;292;4089;
10.5.192.97;ae31.4872;78:81:02:47:08:ea;353;TR069;292;4089;
10.5.192.99;ae31.4872;cc:05:77:77:a5:9a;371;TR069;292;4089;
10.5.192.100;ae31.4872;a8:f9:4b:c2:00:7f;836;TR069;292;4089;
10.5.192.101;ae31.4872;60:ce:86:8a:03:82;477;TR069;292;4089;
10.5.192.102;ae31.4872;a8:f9:4b:de:d9:a7;370;TR069;292;4089;
10.5.192.103;ae31.4872;24:d3:f2:f3:07:ac;755;TR069;292;4089;
10.5.192.105;ae31.4872;60:ce:86:8a:06:a2;401;TR069;292;4089;
10.5.192.106;ae31.4872;a8:f9:4b:1a:90:7f;206;TR069;292;4089;
10.5.192.107;ae31.4872;70:f8:2b:80:d7:e2;864;TR069;292;4089;
10.5.192.110;ae31.4872;a8:f9:4b:c1:e0:df;681;TR069;292;4089;
10.5.192.112;ae31.4872;a8:f9:4b:c6:c8:fb;848;TR069;292;4089;
10.5.192.113;ae31.4872;a8:f9:4b:71:38:98;804;TR069;292;4089;
10.5.192.116;ae31.4872;a8:f9:4b:c4:c0:1f;400;TR069;292;4089;
10.5.192.117;ae31.4872;e4:ca:12:c8:96:b6;1206;TR069;292;4089;
10.5.192.119;ae31.4872;88:d2:74:c0:94:9a;1117;TR069;292;4089;
10.5.192.121;ae31.4872;8c:68:3a:e2:d1:28;622;TR069;292;4089;
10.5.192.125;ae31.4872;a8:f9:4b:72:92:38;1189;TR069;292;4089;
10.5.192.126;ae31.4872;a8:f9:4b:b9:9f:a7;614;TR069;292;4089;
10.5.192.128;ae31.4872;a8:f9:4b:ce:75:b7;1297;TR069;292;4089;
10.5.192.129;ae31.4872;a8:f9:4b:62:fe:8c;956;TR069;292;4089;
10.5.192.134;ae31.4872;a8:f9:4b:cc:dc:0b;954;TR069;292;4089;
10.5.192.137;ae31.4872;e4:26:86:5f:a1:a2;625;TR069;292;4089;
10.5.192.139;ae31.4872;88:d2:74:c1:00:b8;582;TR069;292;4089;
10.5.192.141;ae31.4872;a8:f9:4b:61:3f:e8;1411;TR069;292;4089;
10.5.192.142;ae31.4872;a8:f9:4b:cf:c4:e7;1126;TR069;292;4089;
10.5.192.143;ae31.4872;3c:98:72:c3:fe:ba;1225;TR069;292;4089;
10.5.192.147;ae31.4872;68:e2:09:ee:57:82;731;TR069;292;4089;
10.5.192.148;ae31.4872;a8:f9:4b:c8:52:03;468;TR069;292;4089;
10.5.192.151;ae31.4872;a8:f9:4b:6c:52:90;242;TR069;292;4089;
10.5.192.152;ae31.4872;a8:f9:4b:e1:4e:47;1174;TR069;292;4089;
10.5.192.153;ae31.4872;88:d2:74:c0:8e:40;902;TR069;292;4089;
10.5.192.158;ae31.4872;6c:16:32:4f:10:c5;525;TR069;292;4089;
10.5.192.166;ae31.4872;a8:f9:4b:d4:31:6f;157;TR069;292;4089;
10.5.192.168;ae31.4872;a8:f9:4b:c7:ff:7b;1101;TR069;292;4089;
10.5.192.169;ae31.4872;60:ce:86:89:fc:b2;1170;TR069;292;4089;
10.5.192.170;ae31.4872;a8:f9:4b:c1:86:57;820;TR069;292;4089;
10.5.192.173;ae31.4872;cc:05:77:77:cc:40;251;TR069;292;4089;
10.5.192.175;ae31.4872;e4:ca:12:ca:63:a2;498;TR069;292;4089;
10.5.192.178;ae31.4872;a8:f9:4b:e0:eb:97;833;TR069;292;4089;
10.5.192.180;ae31.4872;e0:d9:e3:61:1b:1f;733;TR069;292;4089;
10.5.192.181;ae31.4872;e8:1b:69:3f:3a:72;210;TR069;292;4089;
10.5.192.182;ae31.4872;a8:f9:4b:c6:98:f3;411;TR069;292;4089;
10.5.192.183;ae31.4872;e4:ca:12:c8:9e:30;97;TR069;292;4089;
10.5.192.184;ae31.4872;68:e2:09:ee:62:33;315;TR069;292;4089;
10.5.192.185;ae31.4872;a8:f9:4b:71:1a:68;918;TR069;292;4089;
10.5.192.186;ae31.4872;a8:f9:4b:e3:cb:67;166;TR069;292;4089;
10.5.192.189;ae31.4872;20:e8:82:d8:f4:16;104;TR069;292;4089;
10.5.192.193;ae31.4872;a8:f9:4b:be:6b:2a;843;TR069;292;4089;
10.5.192.195;ae31.4872;a8:f9:4b:62:16:f0;489;TR069;292;4089;
10.5.192.197;ae31.4872;c0:9f:e1:9b:30:fc;447;TR069;292;4089;
10.5.192.198;ae31.4872;a8:f9:4b:cb:0c:1b;897;TR069;292;4089;
10.5.192.201;ae31.4872;88:d2:74:c0:02:24;976;TR069;292;4089;
10.5.192.215;ae31.4872;60:ce:86:89:f6:d2;731;TR069;292;4089;
10.5.192.218;ae31.4872;a8:f9:4b:ca:d7:d3;1140;TR069;292;4089;
10.5.192.219;ae31.4872;1c:bb:a8:e7:ea:28;681;TR069;292;4089;
10.5.192.221;ae31.4872;14:2e:5e:e4:75:72;360;TR069;292;4089;
10.5.192.223;ae31.4872;88:d2:74:c0:ff:f2;1226;TR069;292;4089;
10.5.192.224;ae31.4872;a8:f9:4b:c6:bf:d3;520;TR069;292;4089;
10.5.192.226;ae31.4872;a8:f9:4b:de:a8:df;1162;TR069;292;4089;
10.5.192.228;ae31.4872;a8:f9:4b:cf:85:b7;924;TR069;292;4089;
10.5.192.229;ae31.4872;78:81:02:47:05:34;586;TR069;292;4089;
10.5.192.231;ae31.4872;a8:f9:4b:69:cd:b0;666;TR069;292;4089;
10.5.192.233;ae31.4872;a8:f9:4b:72:68:70;1359;TR069;292;4089;
10.5.192.235;ae31.4872;20:e8:82:d9:2e:2a;1043;TR069;292;4089;
10.5.192.237;ae31.4872;dc:f8:b9:d4:27:2a;95;TR069;292;4089;
10.5.192.238;ae31.4872;a8:f9:4b:c5:0f:bf;638;TR069;292;4089;
10.5.192.240;ae31.4872;a8:f9:4b:b9:86:2f;833;TR069;292;4089;
10.5.192.241;ae31.4872;a8:f9:4b:6d:69:98;834;TR069;292;4089;
10.5.192.243;ae31.4872;a8:f9:4b:71:4a:00;957;TR069;292;4089;
10.5.192.245;ae31.4872;a8:f9:4b:70:e4:78;1063;TR069;292;4089;
10.5.192.246;ae31.4872;a8:f9:4b:d1:0b:2f;1266;TR069;292;4089;
10.5.192.247;ae31.4872;14:2e:5e:ec:ad:12;842;TR069;292;4089;
10.5.192.248;ae31.4872;a8:f9:4b:cc:c7:53;915;TR069;292;4089;
10.5.192.249;ae31.4872;88:d2:74:c1:00:e2;985;TR069;292;4089;
10.5.192.251;ae31.4872;a8:f9:4b:65:28:20;749;TR069;292;4089;
10.5.193.2;ae31.4872;a8:f9:4b:c2:23:47;403;TR069;292;4089;
10.5.193.3;ae31.4872;cc:05:77:8b:e0:2e;95;TR069;292;4089;
10.5.193.4;ae31.4872;a8:f9:4b:df:bc:b7;808;TR069;292;4089;
10.5.193.6;ae31.4872;a8:f9:4b:e1:63:d7;98;TR069;292;4089;
10.5.193.7;ae31.4872;a8:f9:4b:65:33:48;1041;TR069;292;4089;
10.5.193.11;ae31.4872;1c:bb:a8:e8:4c:e8;387;TR069;292;4089;
10.5.193.15;ae31.4872;a8:f9:4b:63:e8:74;1387;TR069;292;4089;
10.5.193.16;ae31.4872;a8:f9:4b:cc:18:4b;1202;TR069;292;4089;
10.5.193.19;ae31.4872;88:d2:74:c0:96:ec;431;TR069;292;4089;
