ip;int;mac;exp;vrf
10.109.129.31;lag-3:40*;60:ce:86:88:0a:82;03h39m47s;TR069
10.109.129.32;lag-3:40*;1c:bb:a8:eb:b0:e5;03h59m46s;TR069
10.109.129.33;lag-3:40*;e4:26:86:99:3f:22;03h34m53s;TR069
10.109.129.35;lag-3:40*;e4:ca:12:ca:5c:d0;03h45m22s;TR069
10.109.129.37;lag-3:40*;14:2e:5e:eb:f8:a2;03h36m40s;TR069
10.109.129.39;lag-3:40*;d4:60:e3:32:37:8c;03h37m48s;TR069
10.109.129.40;lag-3:40*;a8:f9:4b:c3:ca:47;03h50m05s;TR069
10.109.129.41;lag-3:40*;70:f8:2b:81:8b:72;03h59m31s;TR069
10.109.129.43;lag-3:40*;c0:9f:e1:b7:83:5e;03h57m02s;TR069
10.109.129.45;lag-3:40*;3c:98:72:d2:c8:6c;03h59m49s;TR069
10.109.129.47;lag-3:40*;24:58:6e:d7:a7:9e;03h36m45s;TR069
10.109.129.49;lag-3:40*;d4:60:e3:e1:0c:e2;03h59m49s;TR069
10.109.129.51;lag-3:40*;e0:d9:e3:43:b1:c4;03h53m15s;TR069
10.109.129.53;lag-3:40*;60:ce:86:89:67:32;03h30m43s;TR069
10.109.129.55;lag-3:40*;3c:98:72:2a:42:5a;03h41m38s;TR069
10.109.129.57;lag-3:40*;74:9d:79:0e:4d:9c;03h34m30s;TR069
10.109.129.59;lag-3:40*;60:ce:86:73:01:c2;03h56m46s;TR069
10.109.129.61;lag-3:40*;70:f8:2b:0b:2b:62;03h45m02s;TR069
10.109.129.63;lag-3:40*;e4:26:86:70:8e:b2;03h36m36s;TR069
10.109.129.65;lag-3:40*;e4:26:86:99:4e:02;03h42m47s;TR069
10.109.129.67;lag-3:40*;70:f8:2b:0b:1e:72;03h39m50s;TR069
10.109.129.68;lag-3:40*;3c:98:72:2a:45:0b;03h40m54s;TR069
10.109.129.69;lag-3:40*;e4:26:86:70:83:92;03h44m43s;TR069
10.109.129.71;lag-3:40*;e0:d9:e3:43:5e:d4;03h36m45s;TR069
10.109.129.73;lag-3:40*;24:58:6e:d7:a7:92;03h37m53s;TR069
10.109.129.75;lag-3:40*;74:9d:79:1e:8b:f6;03h47m04s;TR069
10.109.129.77;lag-3:40*;74:9d:79:0e:0c:a6;03h36m42s;TR069
10.109.129.79;lag-3:40*;74:9d:79:1d:eb:88;03h41m35s;TR069
10.109.129.81;lag-3:40*;70:f8:2b:0b:17:d2;03h40m18s;TR069
10.109.129.83;lag-3:40*;e4:26:86:70:8e:02;03h59m33s;TR069
10.109.129.85;lag-3:40*;74:9d:79:0e:8a:0a;03h48m19s;TR069
10.109.129.86;lag-3:40*;e0:d9:e3:6a:e9:67;03h56m28s;TR069
10.109.129.87;lag-3:40*;60:ce:86:72:ff:32;03h32m58s;TR069
10.109.129.89;lag-3:40*;74:9d:79:0e:16:56;03h47m50s;TR069
10.109.129.91;lag-3:40*;14:2e:5e:eb:74:52;03h27m31s;TR069
10.109.129.93;lag-3:40*;70:f8:2b:0b:0c:c2;03h54m03s;TR069
10.109.129.95;lag-3:40*;74:9d:79:0e:25:ce;03h44m42s;TR069
10.109.129.97;lag-3:40*;60:ce:86:89:72:92;02h23m04s;TR069
10.109.129.99;lag-3:40*;e4:ca:12:c9:62:b0;03h45m29s;TR069
10.109.129.101;lag-3:40*;14:2e:5e:eb:7c:02;03h46m37s;TR069
10.109.129.103;lag-3:40*;14:2e:5e:eb:72:d2;03h43m07s;TR069
10.109.129.105;lag-3:40*;e4:26:86:70:8a:82;03h37m33s;TR069
10.109.129.107;lag-3:40*;74:9d:79:0e:0b:20;03h35m53s;TR069
10.109.129.109;lag-3:40*;14:2e:5e:e3:bf:32;03h30m42s;TR069
10.109.129.111;lag-3:40*;70:f8:2b:0b:2b:a2;03h54m03s;TR069
10.109.129.113;lag-3:40*;14:2e:5e:ec:e9:42;03h54m05s;TR069
10.109.129.115;lag-3:40*;60:ce:86:89:8a:b2;03h55m54s;TR069
10.109.129.117;lag-3:40*;e4:47:b3:b3:03:e4;03h47m42s;TR069
10.109.129.119;lag-3:40*;60:ce:86:89:68:d2;03h31m00s;TR069
10.109.129.121;lag-3:40*;24:d3:f2:fa:93:0a;03h59m57s;TR069
10.109.129.123;lag-3:40*;14:2e:5e:e3:51:72;03h50m02s;TR069
10.109.129.125;lag-3:40*;e4:26:86:99:3f:b2;03h38m46s;TR069
10.109.129.127;lag-3:40*;60:ce:86:89:94:72;03h59m38s;TR069
10.109.129.129;lag-3:40*;20:e8:82:d9:54:7c;03h59m19s;TR069
10.109.129.131;lag-3:40*;74:9d:79:0d:d4:2a;03h49m34s;TR069
10.109.129.133;lag-3:40*;e4:26:86:70:8e:e2;03h40m34s;TR069
10.109.129.135;lag-3:40*;70:f8:2b:0b:0d:b2;03h59m58s;TR069
10.109.129.137;lag-3:40*;60:ce:86:89:96:02;03h47m46s;TR069
10.109.129.139;lag-3:40*;14:2e:5e:eb:92:e2;03h59m37s;TR069
10.109.129.141;lag-3:40*;20:e8:82:d9:72:c4;03h55m53s;TR069
10.109.129.143;lag-3:40*;74:9d:79:1e:88:b8;03h58m51s;TR069
10.109.129.145;lag-3:40*;e4:26:86:99:27:d2;03h46m44s;TR069
10.109.129.147;lag-3:40*;e4:26:86:70:9c:c2;03h35m27s;TR069
10.109.129.149;lag-3:40*;60:ce:86:73:0c:12;03h33m37s;TR069
10.109.129.151;lag-3:40*;e4:ca:12:c8:c1:04;03h55m51s;TR069
10.109.129.153;lag-3:40*;60:ce:86:89:84:62;03h38m35s;TR069
10.109.129.155;lag-3:40*;74:9d:79:0d:e7:6c;03h50m01s;TR069
10.109.129.157;lag-3:40*;60:ce:86:89:5c:92;03h57m07s;TR069
10.109.129.159;lag-3:40*;60:ce:86:72:f4:12;03h40m46s;TR069
10.109.129.161;lag-3:40*;c0:9f:e1:b7:b9:dc;03h47m55s;TR069
10.109.129.163;lag-3:40*;3c:98:72:d3:64:7a;03h57m56s;TR069
10.109.129.165;lag-3:40*;d4:60:e3:a6:a5:10;03h30m59s;TR069
10.109.129.167;lag-3:40*;14:2e:5e:eb:bc:a2;03h32m23s;TR069
10.109.129.169;lag-3:40*;24:58:6e:d4:0e:c8;03h39m03s;TR069
10.109.129.171;lag-3:40*;74:9d:79:0e:46:4e;03h53m33s;TR069
10.109.129.173;lag-3:40*;60:ce:86:73:0d:a2;03h41m28s;TR069
10.109.129.175;lag-3:40*;74:9d:79:0e:8a:e6;03h57m49s;TR069
10.109.129.177;lag-3:40*;70:f8:2b:0b:2e:82;03h55m17s;TR069
10.109.129.179;lag-3:40*;70:f8:2b:0b:01:52;03h46m06s;TR069
10.109.129.180;lag-3:40*;e0:d9:e3:60:da:2f;03h40m32s;TR069
10.109.129.181;lag-3:40*;d4:60:e3:36:9b:40;03h30m57s;TR069
10.109.129.183;lag-3:40*;20:e8:82:d8:a3:6a;03h54m55s;TR069
10.109.129.185;lag-3:40*;14:2e:5e:e3:63:92;03h49m34s;TR069
10.109.129.187;lag-3:40*;60:ce:86:87:ee:22;03h45m53s;TR069
10.109.129.189;lag-3:40*;60:ce:86:80:cc:52;03h48m11s;TR069
10.109.129.191;lag-3:40*;74:9d:79:0e:2b:6e;03h42m44s;TR069
10.109.129.193;lag-3:40*;e4:26:86:99:4d:32;03h49m30s;TR069
10.109.129.195;lag-3:40*;70:f8:2b:81:9c:82;03h31m28s;TR069
10.109.129.197;lag-3:40*;e4:47:b3:b3:06:fc;03h49m24s;TR069
10.109.129.199;lag-3:40*;c0:9f:e1:b7:7f:aa;03h53m47s;TR069
10.109.129.201;lag-3:40*;c0:9f:e1:b8:3d:5e;03h34m56s;TR069
10.109.129.203;lag-3:40*;c0:9f:e1:b7:8c:10;03h42m21s;TR069
10.109.129.205;lag-3:40*;20:e8:82:d8:c9:08;03h44m40s;TR069
10.109.129.207;lag-3:40*;60:ce:86:73:20:c2;03h54m50s;TR069
10.109.129.209;lag-3:40*;e4:ca:12:c8:b4:e6;03h45m05s;TR069
10.109.129.211;lag-3:40*;60:ce:86:89:a7:72;03h41m46s;TR069
10.109.129.213;lag-3:40*;e4:26:86:70:8f:c2;03h30m18s;TR069
10.109.129.215;lag-3:40*;24:58:6e:d6:30:56;03h46m02s;TR069
10.109.129.216;lag-3:40*;a8:f9:4b:c6:44:83;03h54m24s;TR069
10.109.129.217;lag-3:40*;70:f8:2b:0b:1e:22;03h53m28s;TR069
10.109.129.219;lag-3:40*;f4:b5:aa:93:6f:92;03h30m02s;TR069
10.109.129.221;lag-3:40*;24:d3:f2:f1:c4:1e;03h44m51s;TR069
10.109.129.223;lag-3:40*;24:d3:f2:fb:3f:66;03h33m51s;TR069
10.109.129.225;lag-3:40*;e4:ca:12:ca:3b:ac;03h38m02s;TR069
10.109.129.227;lag-3:40*;e4:26:86:99:28:92;03h58m20s;TR069
10.109.129.228;lag-3:40*;a8:f9:4b:d2:ca:37;03h44m04s;TR069
10.109.129.229;lag-3:40*;60:ce:86:73:1e:72;03h45m49s;TR069
10.109.129.231;lag-3:40*;14:2e:5e:eb:87:f2;03h44m00s;TR069
10.109.129.233;lag-3:40*;14:2e:5e:ed:1a:f2;03h59m55s;TR069
10.109.129.235;lag-3:40*;24:d3:f2:f3:06:50;03h32m44s;TR069
10.109.129.237;lag-3:40*;3c:98:72:d2:af:76;03h48m34s;TR069
10.109.129.239;lag-3:40*;24:58:6e:d4:ad:74;03h57m51s;TR069
10.109.129.241;lag-3:40*;24:58:6e:d4:25:f6;03h42m30s;TR069
10.109.129.243;lag-3:40*;24:d3:f2:fb:c4:5c;03h57m04s;TR069
10.109.129.245;lag-3:40*;74:9d:79:0e:09:e0;03h37m34s;TR069
10.109.129.247;lag-3:40*;3c:98:72:d3:78:d4;03h40m58s;TR069
10.109.129.249;lag-3:40*;3c:98:72:2a:40:fc;03h30m58s;TR069
10.109.129.251;lag-3:40*;70:f8:2b:0b:17:42;03h41m45s;TR069
10.109.129.253;lag-3:40*;74:9d:79:0e:30:28;03h44m12s;TR069
10.109.129.255;lag-3:40*;74:9d:79:0e:23:9e;03h53m47s;TR069
10.109.130.1;lag-3:40*;14:2e:5e:eb:aa:22;03h32m00s;TR069
10.109.130.3;lag-3:40*;24:58:6e:d7:45:58;03h47m25s;TR069
10.109.130.5;lag-3:40*;14:2e:5e:e3:4a:12;03h39m24s;TR069
10.109.130.7;lag-3:40*;d4:60:e3:a6:52:9a;03h50m13s;TR069
10.109.130.9;lag-3:40*;60:ce:86:89:72:82;03h45m12s;TR069
10.109.130.11;lag-3:40*;74:9d:79:0c:b7:fc;03h45m55s;TR069
10.109.130.13;lag-3:40*;24:58:6e:d4:28:2a;03h30m44s;TR069
10.109.130.15;lag-3:40*;74:9d:79:0e:2c:cc;03h37m27s;TR069
10.109.130.17;lag-3:40*;14:2e:5e:ec:ea:f2;03h48m20s;TR069
10.109.130.19;lag-3:40*;74:9d:79:0e:21:8c;03h58m08s;TR069
10.109.130.21;lag-3:40*;60:ce:86:89:76:62;03h53m54s;TR069
10.109.130.23;lag-3:40*;20:e8:82:d8:c9:d4;03h56m38s;TR069
10.109.130.25;lag-3:40*;d4:60:e3:a6:44:8a;03h48m59s;TR069
10.109.130.27;lag-3:40*;e4:26:86:70:9a:12;03h42m28s;TR069
10.109.130.29;lag-3:40*;74:9d:79:0e:27:fe;03h45m48s;TR069
10.109.130.31;lag-3:40*;1c:bb:a8:f0:34:26;03h32m40s;TR069
10.109.130.33;lag-3:40*;74:9d:79:0e:87:bc;03h57m01s;TR069
10.109.130.35;lag-3:40*;e4:26:86:70:01:32;03h59m05s;TR069
10.109.130.37;lag-3:40*;60:ce:86:73:14:f2;03h41m31s;TR069
10.109.130.39;lag-3:40*;e4:ca:12:c9:5e:e4;03h43m56s;TR069
10.109.130.41;lag-3:40*;24:d3:f2:fb:66:b4;03h52m54s;TR069
10.109.130.43;lag-3:40*;60:ce:86:89:aa:b2;03h50m34s;TR069
10.109.130.44;lag-3:40*;a8:f9:4b:e2:0e:77;03h56m16s;TR069
10.109.130.45;lag-3:40*;60:ce:86:89:7c:32;03h49m31s;TR069
10.109.130.47;lag-3:40*;20:e8:82:de:dd:a4;03h38m21s;TR069
10.109.130.49;lag-3:40*;e0:d9:e3:43:ba:74;03h38m40s;TR069
10.109.130.51;lag-3:40*;c0:9f:e1:b7:ce:8e;03h53m49s;TR069
10.109.130.53;lag-3:40*;e4:26:86:70:53:d2;03h39m52s;TR069
10.109.130.55;lag-3:40*;e4:ca:12:ca:5c:28;03h49m19s;TR069
10.109.130.57;lag-3:40*;60:ce:86:80:f4:92;03h43m44s;TR069
10.109.130.59;lag-3:40*;74:9d:79:0d:d2:2c;03h58m05s;TR069
10.109.130.60;lag-3:40*;58:25:75:f5:04:3f;03h39m30s;TR069
10.109.130.61;lag-3:40*;c0:9f:e1:b7:9f:36;03h55m12s;TR069
10.109.130.63;lag-3:40*;70:f8:2b:0b:21:d2;03h55m02s;TR069
10.109.130.65;lag-3:40*;70:f8:2b:81:89:02;03h57m25s;TR069
10.109.130.67;lag-3:40*;14:2e:5e:e3:42:d2;03h54m29s;TR069
10.109.130.69;lag-3:40*;d4:60:e3:31:ec:1e;03h37m14s;TR069
10.109.130.71;lag-3:40*;e4:26:86:99:30:62;03h52m20s;TR069
10.109.130.73;lag-3:40*;14:2e:5e:ed:09:b2;03h58m49s;TR069
10.109.130.75;lag-3:40*;e4:ca:12:ca:3c:24;03h49m13s;TR069
10.109.130.77;lag-3:40*;70:f8:2b:0b:15:e2;01h19m25s;TR069
10.109.130.79;lag-3:40*;e4:ca:12:c9:62:1a;03h57m06s;TR069
10.109.130.81;lag-3:40*;60:ce:86:73:2a:32;03h51m03s;TR069
10.109.130.83;lag-3:40*;20:e8:82:d9:58:7e;03h45m40s;TR069
10.109.130.85;lag-3:40*;e4:26:86:99:26:e2;03h32m56s;TR069
10.109.130.87;lag-3:40*;74:9d:79:0e:2f:24;03h47m15s;TR069
10.109.130.89;lag-3:40*;14:2e:5e:eb:7f:d2;03h32m40s;TR069
10.109.130.91;lag-3:40*;74:9d:79:1e:57:30;03h54m05s;TR069
10.109.130.93;lag-3:40*;3c:98:72:d2:f9:36;03h46m39s;TR069
10.109.130.95;lag-3:40*;3c:98:72:2a:3e:90;03h57m05s;TR069
10.109.130.97;lag-3:40*;78:81:02:47:2a:f0;03h09m44s;TR069
10.109.130.99;lag-3:40*;60:ce:86:89:6b:12;03h32m33s;TR069
10.109.130.101;lag-3:40*;74:9d:79:0d:d2:54;03h31m54s;TR069
10.109.130.102;lag-3:40*;e0:d9:e3:6a:eb:ff;03h56m31s;TR069
10.109.130.103;lag-3:40*;3c:98:72:d2:f7:d8;03h55m55s;TR069
10.109.130.105;lag-3:40*;74:9d:79:0d:c8:54;03h39m53s;TR069
10.109.130.107;lag-3:40*;24:58:6e:d4:0e:4a;03h56m23s;TR069
10.109.130.109;lag-3:40*;60:ce:86:72:f5:c2;03h57m44s;TR069
10.109.130.111;lag-3:40*;e4:47:b3:b2:d3:de;03h40m20s;TR069
10.109.130.113;lag-3:40*;d4:60:e3:a6:af:9c;03h39m21s;TR069
10.109.130.115;lag-3:40*;24:d3:f2:fb:c3:66;03h55m29s;TR069
10.109.130.117;lag-3:40*;20:e8:82:de:dd:14;03h39m44s;TR069
10.109.130.119;lag-3:40*;60:ce:86:89:5b:32;03h34m39s;TR069
10.109.130.121;lag-3:40*;74:9d:79:0e:2f:a6;03h35m54s;TR069
10.109.130.123;lag-3:40*;60:ce:86:73:0c:e2;03h59m13s;TR069
10.109.130.125;lag-3:40*;60:ce:86:72:fe:72;03h54m11s;TR069
10.109.130.127;lag-3:40*;24:58:6e:d6:90:5c;03h41m14s;TR069
10.109.130.129;lag-3:40*;e4:26:86:99:4b:52;03h47m03s;TR069
10.109.130.131;lag-3:40*;78:81:02:46:52:c4;03h37m22s;TR069
10.109.130.133;lag-3:40*;60:ce:86:89:aa:d2;03h43m49s;TR069
10.109.130.135;lag-3:40*;14:2e:5e:e3:dc:f2;03h54m56s;TR069
10.109.130.137;lag-3:40*;60:ce:86:89:a1:52;03h52m28s;TR069
10.109.130.139;lag-3:40*;70:f8:2b:0b:11:22;03h57m23s;TR069
10.109.130.141;lag-3:40*;74:9d:79:0e:10:0c;03h42m48s;TR069
10.109.130.143;lag-3:40*;3c:98:72:2a:3e:54;03h43m49s;TR069
10.109.130.145;lag-3:40*;24:58:6e:d4:10:18;03h57m10s;TR069
10.109.130.146;lag-3:40*;e0:d9:e3:64:4c:f7;03h59m28s;TR069
10.109.130.147;lag-3:40*;3c:98:72:2a:3a:6c;03h40m00s;TR069
10.109.130.149;lag-3:40*;14:2e:5e:e3:e0:d2;03h45m29s;TR069
10.109.130.151;lag-3:40*;70:f8:2b:0b:0c:32;03h30m25s;TR069
10.109.130.153;lag-3:40*;60:ce:86:89:88:a2;03h40m24s;TR069
10.109.130.154;lag-3:40*;a8:f9:4b:c5:52:03;03h45m51s;TR069
10.109.130.155;lag-3:40*;60:ce:86:88:14:f2;03h44m25s;TR069
10.109.130.157;lag-3:40*;20:e8:82:d9:5b:6c;03h53m21s;TR069
10.109.130.159;lag-3:40*;20:e8:82:d9:5b:1e;03h45m37s;TR069
10.109.130.161;lag-3:40*;24:58:6e:d4:25:e4;03h53m02s;TR069
10.109.130.163;lag-3:40*;74:9d:79:1e:8a:48;03h39m41s;TR069
10.109.130.165;lag-3:40*;3c:98:72:8b:86:a8;03h47m18s;TR069
10.109.130.167;lag-3:40*;60:ce:86:89:87:c2;03h44m09s;TR069
10.109.130.169;lag-3:40*;e4:26:86:99:43:b2;03h30m18s;TR069
10.109.130.171;lag-3:40*;24:58:6e:d4:5b:9c;03h48m50s;TR069
10.109.130.173;lag-3:40*;e4:ca:12:dd:97:28;03h37m34s;TR069
10.109.130.175;lag-3:40*;e4:26:86:70:aa:62;03h37m51s;TR069
10.109.130.176;lag-3:40*;a8:f9:4b:c5:3c:cb;03h45m02s;TR069
10.109.130.179;lag-3:40*;60:ce:86:72:ef:a2;03h31m31s;TR069
10.109.130.181;lag-3:40*;e4:26:86:70:8f:22;03h41m51s;TR069
10.109.130.183;lag-3:40*;3c:98:72:2a:55:a6;03h48m25s;TR069
10.109.130.185;lag-3:40*;74:9d:79:0d:d0:10;03h57m56s;TR069
10.109.130.187;lag-3:40*;3c:98:72:2a:36:ca;03h58m56s;TR069
10.109.130.189;lag-3:40*;e4:26:86:70:a2:72;03h35m53s;TR069
10.109.130.191;lag-3:40*;20:e8:82:d9:73:48;03h59m55s;TR069
10.109.130.193;lag-3:40*;e4:47:b3:b3:05:58;03h55m49s;TR069
10.109.130.195;lag-3:40*;e0:d9:e3:43:56:54;03h57m54s;TR069
10.109.130.197;lag-3:40*;3c:98:72:d3:61:00;03h58m19s;TR069
10.109.130.199;lag-3:40*;60:ce:86:73:01:b2;03h34m11s;TR069
10.109.130.201;lag-3:40*;e4:26:86:99:4d:c2;03h39m49s;TR069
10.109.130.203;lag-3:40*;74:9d:79:0e:09:9a;03h45m07s;TR069
10.109.130.205;lag-3:40*;74:9d:79:0e:16:06;03h45m01s;TR069
10.109.130.207;lag-3:40*;24:58:6e:d6:2f:8a;03h59m35s;TR069
10.109.130.209;lag-3:40*;70:f8:2b:0b:17:72;03h50m46s;TR069
10.109.130.211;lag-3:40*;14:2e:5e:eb:73:82;03h55m56s;TR069
10.109.130.213;lag-3:40*;70:f8:2b:81:8b:92;03h31m02s;TR069
10.109.130.215;lag-3:40*;60:ce:86:73:14:22;03h53m39s;TR069
10.109.130.217;lag-3:40*;14:2e:5e:e3:c7:b2;03h36m37s;TR069
10.109.130.218;lag-3:40*;e8:28:c1:c8:f0:c7;03h52m52s;TR069
10.109.130.219;lag-3:40*;74:9d:79:1e:09:e2;03h45m52s;TR069
10.109.130.221;lag-3:40*;14:2e:5e:ec:1c:e2;03h56m44s;TR069
10.109.130.223;lag-3:40*;24:58:6e:d4:24:64;03h45m57s;TR069
10.109.130.225;lag-3:40*;14:2e:5e:eb:85:52;03h46m49s;TR069
10.109.130.227;lag-3:40*;74:9d:79:0e:12:a0;03h35m10s;TR069
10.109.130.229;lag-3:40*;3c:98:72:c8:88:72;03h48m31s;TR069
10.109.130.231;lag-3:40*;70:f8:2b:0b:2e:f2;03h59m29s;TR069
10.109.130.233;lag-3:40*;14:2e:5e:e3:b6:72;03h57m45s;TR069
10.109.130.235;lag-3:40*;e0:d9:e3:43:62:84;03h41m53s;TR069
10.109.130.237;lag-3:40*;74:9d:79:0d:d4:16;03h44m29s;TR069
10.109.130.239;lag-3:40*;3c:98:72:d3:72:62;03h32m09s;TR069
10.109.130.241;lag-3:40*;70:f8:2b:0b:12:a2;03h43m59s;TR069
10.109.130.243;lag-3:40*;14:2e:5e:ed:32:b2;03h43m36s;TR069
10.109.130.245;lag-3:40*;74:9d:79:1d:dc:74;03h32m40s;TR069
10.109.130.247;lag-3:40*;74:9d:79:0e:0a:bc;03h31m23s;TR069
10.109.130.249;lag-3:40*;3c:98:72:2a:3f:62;03h39m53s;TR069
10.109.130.251;lag-3:40*;60:ce:86:73:10:d2;03h56m15s;TR069
10.109.130.253;lag-3:40*;20:e8:82:d8:c8:60;03h52m51s;TR069
10.109.130.255;lag-3:40*;74:9d:79:1e:94:ca;03h40m09s;TR069
10.109.131.0;lag-3:40*;e8:28:c1:c8:d4:07;03h39m48s;TR069
10.109.131.1;lag-3:40*;74:9d:79:0e:19:d0;03h38m35s;TR069
10.109.131.3;lag-3:40*;70:f8:2b:81:89:62;03h35m56s;TR069
10.109.131.4;lag-3:40*;a8:f9:4b:c5:41:8b;03h33m33s;TR069
10.109.131.5;lag-3:40*;e4:26:86:70:95:12;03h55m54s;TR069
10.109.131.7;lag-3:40*;24:58:6e:d4:20:e6;03h53m01s;TR069
10.109.131.9;lag-3:40*;74:9d:79:1e:5f:32;03h39m39s;TR069
10.109.131.11;lag-3:40*;60:ce:86:89:91:82;03h58m53s;TR069
10.109.131.13;lag-3:40*;60:ce:86:80:c3:a2;03h40m39s;TR069
10.109.131.15;lag-3:40*;74:9d:79:0e:70:ba;03h50m55s;TR069
10.109.131.17;lag-3:40*;14:2e:5e:e3:31:32;03h34m19s;TR069
10.109.131.19;lag-3:40*;20:e8:82:d9:0a:cc;03h44m32s;TR069
10.109.131.21;lag-3:40*;20:e8:82:de:c8:44;03h30m18s;TR069
10.109.131.23;lag-3:40*;14:2e:5e:e3:af:b2;03h59m20s;TR069
10.109.131.25;lag-3:40*;60:ce:86:89:9e:12;03h42m04s;TR069
10.109.131.27;lag-3:40*;60:ce:86:73:c4:d2;03h50m45s;TR069
10.109.131.29;lag-3:40*;20:e8:82:d9:5f:7a;03h37m36s;TR069
10.109.131.31;lag-3:40*;74:9d:79:1d:e9:44;03h59m55s;TR069
10.109.131.33;lag-3:40*;24:58:6e:d4:1f:ae;03h58m01s;TR069
10.109.131.35;lag-3:40*;d4:60:e3:36:a0:40;03h55m49s;TR069
10.109.131.37;lag-3:40*;14:2e:5e:eb:7e:f2;03h44m46s;TR069
10.109.131.39;lag-3:40*;20:e8:82:d8:91:76;03h45m26s;TR069
10.109.131.41;lag-3:40*;d4:60:e3:36:9f:fa;03h44m26s;TR069
10.109.131.43;lag-3:40*;c0:9f:e1:b7:86:28;03h59m50s;TR069
10.109.131.45;lag-3:40*;e4:26:86:70:9a:a2;03h36m53s;TR069
10.109.131.47;lag-3:40*;24:58:6e:d4:59:ec;03h39m13s;TR069
10.109.131.49;lag-3:40*;74:9d:79:0e:83:20;03h30m58s;TR069
10.109.131.51;lag-3:40*;e4:47:b3:b2:d8:16;03h45m42s;TR069
10.109.131.53;lag-3:40*;3c:98:72:2a:48:68;03h45m00s;TR069
10.109.131.55;lag-3:40*;20:e8:82:d9:76:96;03h47m40s;TR069
10.109.131.57;lag-3:40*;70:f8:2b:0b:0c:e2;03h57m07s;TR069
10.109.131.59;lag-3:40*;14:2e:5e:e3:49:f2;03h58m02s;TR069
10.109.131.61;lag-3:40*;60:ce:86:89:8a:f2;03h31m56s;TR069
10.109.131.63;lag-3:40*;60:ce:86:72:bc:42;03h38m03s;TR069
10.109.131.65;lag-3:40*;e4:26:86:99:4c:32;03h34m43s;TR069
10.109.131.67;lag-3:40*;74:9d:79:0e:24:8e;03h46m43s;TR069
10.109.131.69;lag-3:40*;20:e8:82:d9:73:36;03h45m05s;TR069
10.109.131.71;lag-3:40*;24:58:6e:d4:24:a6;03h34m09s;TR069
10.109.131.73;lag-3:40*;60:ce:86:73:11:d2;03h41m35s;TR069
10.109.131.75;lag-3:40*;60:ce:86:89:94:32;03h47m17s;TR069
10.109.131.77;lag-3:40*;14:2e:5e:e3:48:b2;03h46m49s;TR069
10.109.131.79;lag-3:40*;e4:ca:12:c9:39:82;03h30m27s;TR069
10.109.131.81;lag-3:40*;3c:98:72:2a:40:b6;03h56m15s;TR069
10.109.131.83;lag-3:40*;e0:d9:e3:43:d4:2c;03h55m56s;TR069
10.109.131.85;lag-3:40*;60:ce:86:88:02:b2;03h43m26s;TR069
10.109.131.87;lag-3:40*;e4:26:86:70:8b:42;03h53m12s;TR069
10.109.131.89;lag-3:40*;e4:26:86:70:95:92;03h57m48s;TR069
10.109.131.91;lag-3:40*;d4:60:e3:32:dd:ae;03h32m58s;TR069
10.109.131.93;lag-3:40*;74:9d:79:0d:cd:e0;03h44m18s;TR069
10.109.131.95;lag-3:40*;3c:98:72:8c:35:6c;03h43m45s;TR069
10.109.131.97;lag-3:40*;70:f8:2b:0b:17:12;03h47m51s;TR069
10.109.131.99;lag-3:40*;20:e8:82:d9:5e:a2;03h40m54s;TR069
10.109.131.101;lag-3:40*;60:ce:86:89:75:52;03h54m57s;TR069
10.109.131.103;lag-3:40*;60:ce:86:89:88:52;03h32m00s;TR069
10.109.131.104;lag-3:40*;e8:28:c1:c8:ca:cf;03h53m07s;TR069
10.109.131.105;lag-3:40*;24:58:6e:d7:9a:a8;03h30m03s;TR069
10.109.131.107;lag-3:40*;e4:26:86:99:59:32;03h31m27s;TR069
10.109.131.109;lag-3:40*;60:ce:86:80:c9:f2;03h42m14s;TR069
10.109.131.111;lag-3:40*;74:9d:79:0e:57:ba;03h47m11s;TR069
10.109.131.112;lag-3:40*;a8:f9:4b:c3:85:7f;03h37m25s;TR069
10.109.131.113;lag-3:40*;d4:60:e3:a6:51:96;03h40m49s;TR069
10.109.131.115;lag-3:40*;74:9d:79:0e:2f:56;03h43m02s;TR069
10.109.131.117;lag-3:40*;14:2e:5e:eb:c2:92;03h48m09s;TR069
10.109.131.119;lag-3:40*;e4:26:86:99:48:62;03h40m03s;TR069
10.109.131.121;lag-3:40*;e4:26:86:70:90:32;03h39m28s;TR069
10.109.131.123;lag-3:40*;74:9d:79:0e:75:e2;03h54m18s;TR069
10.109.131.125;lag-3:40*;60:ce:86:73:1e:e2;03h46m39s;TR069
10.109.131.127;lag-3:40*;24:58:6e:d7:44:bc;03h37m58s;TR069
10.109.131.129;lag-3:40*;3c:98:72:d3:76:0e;03h49m13s;TR069
10.109.131.131;lag-3:40*;14:2e:5e:eb:bb:12;03h56m04s;TR069
10.109.131.133;lag-3:40*;24:58:6e:d6:2f:f6;03h48m25s;TR069
10.109.131.135;lag-3:40*;74:9d:79:0e:0c:88;03h52m20s;TR069
10.109.131.137;lag-3:40*;d4:60:e3:a6:b1:86;03h42m21s;TR069
10.109.131.139;lag-3:40*;e4:26:86:70:a0:52;03h50m44s;TR069
10.109.131.141;lag-3:40*;20:e8:82:d8:93:98;03h44m40s;TR069
10.109.131.143;lag-3:40*;70:f8:2b:81:88:f2;03h42m39s;TR069
10.109.131.145;lag-3:40*;60:ce:86:72:fd:82;03h41m37s;TR069
