ip;int;mac;exp;vrf;tag_inner;tag_outer;tag_vlanid
10.6.65.8;ae31.4888;a8:f9:4b:1e:b1:77;117;TR069;430;4079;
10.6.65.11;ae31.4888;00:1f:ce:f9:30:f6;209;TR069;430;4079;
10.6.65.14;ae31.4888;a8:f9:4b:e1:0b:0f;718;TR069;430;4079;
10.6.65.15;ae31.4888;a8:f9:4b:61:47:c0;1059;TR069;430;4079;
10.6.65.16;ae31.4888;a8:f9:4b:d0:b3:77;290;TR069;430;4079;
10.6.65.17;ae31.4888;e0:d9:e3:43:eb:8c;138;TR069;430;4079;
10.6.65.20;ae31.4888;a8:f9:4b:c6:af:23;577;TR069;430;4079;
10.6.65.22;ae31.4888;a8:f9:4b:c5:4e:cb;836;TR069;430;4079;
10.6.65.23;ae31.4888;78:81:02:1e:ad:24;770;TR069;430;4079;
10.6.65.24;ae31.4888;a8:f9:4b:d1:89:6f;413;TR069;430;4079;
10.6.65.25;ae31.4888;20:e8:82:d8:68:78;195;TR069;430;4079;
10.6.65.28;ae31.4888;a8:f9:4b:c5:c9:53;1070;TR069;430;4079;
10.6.65.32;ae31.4888;44:13:d0:b7:cd:d5;251;TR069;430;4079;
10.6.65.38;ae31.4888;10:c3:ab:1f:11:e9;874;TR069;430;4079;
10.6.65.39;ae31.4888;dc:f8:b9:d3:88:e4;442;TR069;430;4079;
10.6.65.40;ae31.4888;a8:f9:4b:d3:e7:87;1384;TR069;430;4079;
10.6.65.41;ae31.4888;a8:f9:4b:bc:9b:b2;847;TR069;430;4079;
10.6.65.42;ae31.4888;a8:f9:4b:e7:8d:bf;693;TR069;430;4079;
10.6.65.43;ae31.4888;a8:f9:4b:bd:5e:1a;608;TR069;430;4079;
10.6.65.44;ae31.4888;a8:f9:4b:d0:b2:0f;379;TR069;430;4079;
10.6.65.45;ae31.4888;a8:f9:4b:5d:b2:f8;823;TR069;430;4079;
10.6.65.47;ae31.4888;a8:f9:4b:be:2b:0a;989;TR069;430;4079;
10.6.65.48;ae31.4888;a8:f9:4b:cc:9b:e3;1160;TR069;430;4079;
10.6.65.49;ae31.4888;3c:98:72:d2:5e:04;26;TR069;430;4079;
10.6.65.51;ae31.4888;a8:f9:4b:bd:56:1a;856;TR069;430;4079;
10.6.65.55;ae31.4888;a8:f9:4b:be:1f:82;145;TR069;430;4079;
10.6.65.58;ae31.4888;a8:f9:4b:c1:9f:67;804;TR069;430;4079;
10.6.65.59;ae31.4888;a8:f9:4b:bb:85:fa;66;TR069;430;4079;
10.6.65.60;ae31.4888;a8:f9:4b:df:c8:c7;177;TR069;430;4079;
10.6.65.68;ae31.4888;a8:f9:4b:1e:ad:0f;951;TR069;430;4079;
10.6.65.70;ae31.4888;a8:f9:4b:e0:a5:7f;283;TR069;430;4079;
10.6.65.71;ae31.4888;a8:f9:4b:bd:b1:0a;673;TR069;430;4079;
10.6.65.73;ae31.4888;d4:60:e3:4d:64:20;21;TR069;430;4079;
10.6.65.75;ae31.4888;a8:f9:4b:73:4a:78;534;TR069;430;4079;
10.6.65.78;ae31.4888;a8:f9:4b:e0:cb:17;845;TR069;430;4079;
10.6.65.79;ae31.4888;a8:f9:4b:ba:c4:52;1253;TR069;430;4079;
10.6.65.80;ae31.4888;a8:f9:4b:1e:ae:27;107;TR069;430;4079;
10.6.65.81;ae31.4888;a8:f9:4b:be:00:52;388;TR069;430;4079;
10.6.65.82;ae31.4888;e0:d9:e3:60:f1:57;715;TR069;430;4079;
10.6.65.83;ae31.4888;a8:f9:4b:bc:df:da;948;TR069;430;4079;
10.6.65.84;ae31.4888;e0:d9:e3:60:a4:87;1089;TR069;430;4079;
10.6.65.85;ae31.4888;a8:f9:4b:be:92:6a;816;TR069;430;4079;
10.6.65.88;ae31.4888;a8:f9:4b:cc:ed:43;630;TR069;430;4079;
10.6.65.90;ae31.4888;a8:f9:4b:e1:5f:17;555;TR069;430;4079;
10.6.65.91;ae31.4888;a8:f9:4b:bb:7a:62;421;TR069;430;4079;
10.6.65.92;ae31.4888;a8:f9:4b:c7:8d:13;74;TR069;430;4079;
10.6.65.93;ae31.4888;dc:f8:b9:d3:90:c4;33;TR069;430;4079;
10.6.65.95;ae31.4888;a8:f9:4b:bd:61:32;701;TR069;430;4079;
10.6.65.96;ae31.4888;10:c3:ab:1f:c9:0f;1169;TR069;430;4079;
10.6.65.97;ae31.4888;a8:f9:4b:bd:96:b2;510;TR069;430;4079;
10.6.65.99;ae31.4888;a8:f9:4b:bd:a8:c2;300;TR069;430;4079;
10.6.65.105;ae31.4888;14:2e:5e:c3:0f:e2;399;TR069;430;4079;
10.6.65.106;ae31.4888;a8:f9:4b:e7:a9:37;120;TR069;430;4079;
10.6.65.109;ae31.4888;a8:f9:4b:68:29:18;1286;TR069;430;4079;
10.6.65.112;ae31.4888;a8:f9:4b:c6:be:b3;484;TR069;430;4079;
10.6.65.113;ae31.4888;a8:f9:4b:ba:b3:c2;898;TR069;430;4079;
10.6.65.114;ae31.4888;a8:f9:4b:cf:4c:8f;409;TR069;430;4079;
10.6.65.115;ae31.4888;f0:3f:95:37:23:04;286;TR069;430;4079;
10.6.65.117;ae31.4888;a8:f9:4b:bd:9f:0a;808;TR069;430;4079;
10.6.65.121;ae31.4888;a8:f9:4b:61:bd:40;824;TR069;430;4079;
10.6.65.122;ae31.4888;e0:d9:e3:61:16:27;827;TR069;430;4079;
10.6.65.124;ae31.4888;a8:f9:4b:ca:d7:0b;897;TR069;430;4079;
10.6.65.125;ae31.4888;dc:f8:b9:d4:10:68;533;TR069;430;4079;
10.6.65.128;ae31.4888;a8:f9:4b:e2:c2:77;1078;TR069;430;4079;
10.6.65.129;ae31.4888;a8:f9:4b:62:3d:a0;722;TR069;430;4079;
10.6.65.133;ae31.4888;a8:f9:4b:ba:be:ba;318;TR069;430;4079;
10.6.65.135;ae31.4888;e4:26:86:6e:62:a2;506;TR069;430;4079;
10.6.65.142;ae31.4888;a8:f9:4b:db:c4:e7;598;TR069;430;4079;
10.6.65.143;ae31.4888;a8:f9:4b:bc:84:a2;160;TR069;430;4079;
10.6.65.144;ae31.4888;e0:d9:e3:61:11:6f;1088;TR069;430;4079;
10.6.65.145;ae31.4888;a8:f9:4b:ba:d4:0a;313;TR069;430;4079;
10.6.65.146;ae31.4888;a8:f9:4b:c9:26:03;560;TR069;430;4079;
10.6.65.147;ae31.4888;a8:f9:4b:bd:5e:ca;1053;TR069;430;4079;
10.6.65.148;ae31.4888;a8:f9:4b:ba:09:5f;163;TR069;430;4079;
10.6.65.149;ae31.4888;74:9d:79:0e:80:dc;288;TR069;430;4079;
10.6.65.156;ae31.4888;a8:f9:4b:cb:3a:23;1351;TR069;430;4079;
10.6.65.157;ae31.4888;88:d2:74:c0:5c:f6;53;TR069;430;4079;
10.6.65.159;ae31.4888;a8:f9:4b:bd:fc:c2;71;TR069;430;4079;
10.6.65.160;ae31.4888;a8:f9:4b:cb:2a:fb;855;TR069;430;4079;
10.6.65.161;ae31.4888;a8:f9:4b:bc:e0:22;291;TR069;430;4079;
10.6.65.162;ae31.4888;a8:f9:4b:d1:1f:4f;195;TR069;430;4079;
10.6.65.163;ae31.4888;74:9d:79:0d:17:92;732;TR069;430;4079;
10.6.65.164;ae31.4888;a8:f9:4b:c3:ad:07;456;TR069;430;4079;
10.6.65.166;ae31.4888;6c:16:32:4e:0f:e9;595;TR069;430;4079;
10.6.65.167;ae31.4888;a8:f9:4b:bd:98:9a;146;TR069;430;4079;
10.6.65.169;ae31.4888;a8:f9:4b:bd:5d:aa;875;TR069;430;4079;
10.6.65.172;ae31.4888;a8:f9:4b:c6:a0:93;792;TR069;430;4079;
10.6.65.173;ae31.4888;a8:f9:4b:bd:39:4a;417;TR069;430;4079;
10.6.65.174;ae31.4888;a8:f9:4b:d1:3c:f7;28;TR069;430;4079;
10.6.65.175;ae31.4888;a8:f9:4b:bd:47:42;13;TR069;430;4079;
10.6.65.178;ae31.4888;a8:f9:4b:cc:fb:0b;1167;TR069;430;4079;
10.6.65.185;ae31.4888;a8:f9:4b:63:89:2c;323;TR069;430;4079;
10.6.65.186;ae31.4888;a8:f9:4b:b8:d2:17;635;TR069;430;4079;
10.6.65.188;ae31.4888;a8:f9:4b:c5:63:bb;533;TR069;430;4079;
10.6.65.189;ae31.4888;74:9d:79:0e:14:1c;802;TR069;430;4079;
10.6.65.190;ae31.4888;a8:f9:4b:d8:78:af;739;TR069;430;4079;
10.6.65.192;ae31.4888;6c:16:32:4e:10:0b;987;TR069;430;4079;
10.6.65.193;ae31.4888;a8:f9:4b:64:bf:c8;382;TR069;430;4079;
10.6.65.194;ae31.4888;a8:f9:4b:e0:c7:67;611;TR069;430;4079;
10.6.65.195;ae31.4888;a8:f9:4b:67:5f:28;502;TR069;430;4079;
10.6.65.198;ae31.4888;a8:f9:4b:d0:b2:37;781;TR069;430;4079;
10.6.65.199;ae31.4888;a8:f9:4b:ba:c3:7a;802;TR069;430;4079;
10.6.65.200;ae31.4888;a8:f9:4b:d0:64:d7;739;TR069;430;4079;
10.6.65.201;ae31.4888;a8:f9:4b:bd:96:aa;625;TR069;430;4079;
10.6.65.202;ae31.4888;a8:f9:4b:d0:b1:df;940;TR069;430;4079;
10.6.65.205;ae31.4888;a8:f9:4b:ba:be:8a;207;TR069;430;4079;
10.6.65.206;ae31.4888;a8:f9:4b:c1:c6:47;693;TR069;430;4079;
10.6.65.208;ae31.4888;e0:d9:e3:60:f0:87;1069;TR069;430;4079;
10.6.65.209;ae31.4888;a8:f9:4b:73:b2:58;1324;TR069;430;4079;
10.6.65.210;ae31.4888;a8:f9:4b:ca:f4:6b;1407;TR069;430;4079;
10.6.65.211;ae31.4888;a8:f9:4b:6d:6d:38;71;TR069;430;4079;
10.6.65.213;ae31.4888;a8:f9:4b:be:27:d2;1158;TR069;430;4079;
10.6.65.214;ae31.4888;6c:16:32:4e:14:6d;270;TR069;430;4079;
10.6.65.215;ae31.4888;88:d2:74:c0:db:92;778;TR069;430;4079;
10.6.65.222;ae31.4888;a8:f9:4b:de:29:c7;534;TR069;430;4079;
10.6.65.225;ae31.4888;f0:3f:95:37:17:ba;675;TR069;430;4079;
10.6.65.226;ae31.4888;6c:16:32:4e:11:81;1297;TR069;430;4079;
10.6.65.227;ae31.4888;a8:f9:4b:72:aa:f8;1443;TR069;430;4079;
10.6.65.228;ae31.4888;a8:f9:4b:cb:34:43;674;TR069;430;4079;
10.6.65.229;ae31.4888;e0:d9:e3:43:ae:cc;1047;TR069;430;4079;
10.6.65.232;ae31.4888;a8:f9:4b:c5:6c:7b;344;TR069;430;4079;
10.6.65.235;ae31.4888;e4:26:86:6f:29:b2;697;TR069;430;4079;
10.6.65.236;ae31.4888;a8:f9:4b:d1:dd:5f;464;TR069;430;4079;
10.6.65.238;ae31.4888;6c:16:32:4e:0e:51;937;TR069;430;4079;
10.6.65.243;ae31.4888;cc:05:77:fb:17:10;833;TR069;430;4079;
10.6.65.244;ae31.4888;1c:bb:a8:ea:2b:b7;481;TR069;430;4079;
10.6.65.249;ae31.4888;a8:f9:4b:bd:61:0a;883;TR069;430;4079;
10.6.65.251;ae31.4888;60:ce:86:88:5c:82;699;TR069;430;4079;
10.6.65.253;ae31.4888;a8:f9:4b:bc:e3:ea;819;TR069;430;4079;
10.6.66.5;ae31.4888;70:fd:45:34:e2:ca;1018;TR069;430;4079;
10.6.66.6;ae31.4888;a8:f9:4b:e2:d1:ff;821;TR069;430;4079;
10.6.66.8;ae31.4888;a8:f9:4b:d3:ee:9f;364;TR069;430;4079;
10.6.66.9;ae31.4888;10:c3:ab:1f:c9:ec;217;TR069;430;4079;
10.6.66.10;ae31.4888;a8:f9:4b:c6:c4:43;801;TR069;430;4079;
10.6.66.12;ae31.4888;6c:16:32:4e:13:a1;384;TR069;430;4079;
10.6.66.13;ae31.4888;a8:f9:4b:bd:5e:6a;864;TR069;430;4079;
10.6.66.14;ae31.4888;a8:f9:4b:e7:55:17;552;TR069;430;4079;
10.6.66.15;ae31.4888;a8:f9:4b:be:a7:02;1304;TR069;430;4079;
10.6.66.16;ae31.4888;e0:d9:e3:60:88:df;1277;TR069;430;4079;
10.6.66.17;ae31.4888;10:c3:ab:1f:10:62;870;TR069;430;4079;
10.6.66.20;ae31.4888;a8:f9:4b:57:32:1b;452;TR069;430;4079;
10.6.66.21;ae31.4888;a8:f9:4b:bd:fe:e2;104;TR069;430;4079;
10.6.66.22;ae31.4888;a8:f9:4b:c9:c2:b3;685;TR069;430;4079;
10.6.66.23;ae31.4888;a8:f9:4b:bd:d3:82;228;TR069;430;4079;
10.6.66.25;ae31.4888;10:c3:ab:1f:0f:b8;827;TR069;430;4079;
10.6.66.27;ae31.4888;e4:26:86:6f:4d:b2;906;TR069;430;4079;
10.6.66.28;ae31.4888;a8:f9:4b:d0:b1:e7;993;TR069;430;4079;
10.6.66.29;ae31.4888;a8:f9:4b:60:7d:c8;816;TR069;430;4079;
10.6.66.30;ae31.4888;6c:16:32:4e:10:f9;918;TR069;430;4079;
10.6.66.31;ae31.4888;a8:f9:4b:be:7c:d2;115;TR069;430;4079;
10.6.66.33;ae31.4888;a8:f9:4b:71:fa:68;919;TR069;430;4079;
10.6.66.35;ae31.4888;a8:f9:4b:be:84:1a;67;TR069;430;4079;
10.6.66.37;ae31.4888;10:c3:ab:1f:c5:f0;708;TR069;430;4079;
10.6.66.41;ae31.4888;6c:16:32:4e:12:a2;910;TR069;430;4079;
10.6.66.42;ae31.4888;a8:f9:4b:d3:0f:27;244;TR069;430;4079;
10.6.66.43;ae31.4888;00:1f:ce:f9:2c:be;946;TR069;430;4079;
10.6.66.44;ae31.4888;50:46:4a:37:1c:13;1093;TR069;430;4079;
10.6.66.45;ae31.4888;a8:f9:4b:be:85:ca;432;TR069;430;4079;
10.6.66.47;ae31.4888;a8:f9:4b:bc:78:da;638;TR069;430;4079;
10.6.66.53;ae31.4888;a8:f9:4b:bf:28:7a;152;TR069;430;4079;
10.6.66.54;ae31.4888;e0:d9:e3:60:f0:b7;571;TR069;430;4079;
10.6.66.55;ae31.4888;a8:f9:4b:bd:fe:f2;1089;TR069;430;4079;
10.6.66.57;ae31.4888;14:2e:5e:ec:86:f2;108;TR069;430;4079;
10.6.66.60;ae31.4888;a8:f9:4b:c6:74:fb;170;TR069;430;4079;
10.6.66.65;ae31.4888;a8:f9:4b:be:83:5a;559;TR069;430;4079;
10.6.66.66;ae31.4888;a8:f9:4b:ca:53:b3;568;TR069;430;4079;
10.6.66.70;ae31.4888;a8:f9:4b:b8:ef:5f;851;TR069;430;4079;
10.6.66.71;ae31.4888;a8:f9:4b:bd:80:f2;483;TR069;430;4079;
10.6.66.72;ae31.4888;a8:f9:4b:d8:77:97;474;TR069;430;4079;
10.6.66.74;ae31.4888;a8:f9:4b:d0:b2:3f;161;TR069;430;4079;
10.6.66.75;ae31.4888;a8:f9:4b:73:2b:38;1092;TR069;430;4079;
10.6.66.82;ae31.4888;a8:f9:4b:d7:fe:67;282;TR069;430;4079;
10.6.66.83;ae31.4888;00:1f:ce:f9:49:7e;453;TR069;430;4079;
10.6.66.87;ae31.4888;88:d2:74:c0:db:44;556;TR069;430;4079;
10.6.66.88;ae31.4888;a8:f9:4b:1e:ac:df;518;TR069;430;4079;
10.6.66.89;ae31.4888;a8:f9:4b:ba:b3:6a;226;TR069;430;4079;
10.6.66.90;ae31.4888;a8:f9:4b:c9:88:3b;1078;TR069;430;4079;
10.6.66.91;ae31.4888;a8:f9:4b:bd:d2:22;319;TR069;430;4079;
10.6.66.94;ae31.4888;a8:f9:4b:c6:af:6b;916;TR069;430;4079;
10.6.66.95;ae31.4888;a8:f9:4b:bd:8c:92;458;TR069;430;4079;
10.6.66.96;ae31.4888;a8:f9:4b:ca:27:1b;1075;TR069;430;4079;
10.6.66.97;ae31.4888;dc:f8:b9:d3:8f:da;1132;TR069;430;4079;
10.6.66.98;ae31.4888;a8:f9:4b:d9:88:af;859;TR069;430;4079;
10.6.66.101;ae31.4888;a8:f9:4b:bd:8c:8a;445;TR069;430;4079;
10.6.66.105;ae31.4888;a8:f9:4b:bd:b3:0a;946;TR069;430;4079;
10.6.66.108;ae31.4888;a8:f9:4b:1e:b2:c7;1176;TR069;430;4079;
10.6.66.109;ae31.4888;cc:05:77:7f:93:a8;91;TR069;430;4079;
10.6.66.113;ae31.4888;a8:f9:4b:bc:60:6a;85;TR069;430;4079;
10.6.66.115;ae31.4888;14:2e:5e:ec:89:82;56;TR069;430;4079;
10.6.66.117;ae31.4888;a8:f9:4b:bb:81:82;237;TR069;430;4079;
10.6.66.119;ae31.4888;1c:bb:a8:e8:2d:f8;696;TR069;430;4079;
10.6.66.120;ae31.4888;a8:f9:4b:b8:06:47;15;TR069;430;4079;
10.6.66.124;ae31.4888;a8:f9:4b:e1:f8:2f;653;TR069;430;4079;
10.6.66.127;ae31.4888;a8:f9:4b:bb:7d:9a;489;TR069;430;4079;
10.6.66.128;ae31.4888;10:c3:ab:1f:10:fb;593;TR069;430;4079;
10.6.66.129;ae31.4888;a8:f9:4b:6c:ed:50;1312;TR069;430;4079;
10.6.66.131;ae31.4888;88:d2:74:c0:a2:bc;638;TR069;430;4079;
10.6.66.132;ae31.4888;a8:f9:4b:d3:02:3f;390;TR069;430;4079;
10.6.66.133;ae31.4888;a8:f9:4b:be:9d:62;627;TR069;430;4079;
10.6.66.134;ae31.4888;a8:f9:4b:1b:06:3f;809;TR069;430;4079;
10.6.66.136;ae31.4888;a8:f9:4b:cb:18:6b;1043;TR069;430;4079;
10.6.66.138;ae31.4888;a8:f9:4b:ca:d7:83;565;TR069;430;4079;
10.6.66.141;ae31.4888;a8:f9:4b:73:30:e0;261;TR069;430;4079;
10.6.66.146;ae31.4888;a8:f9:4b:cb:26:03;289;TR069;430;4079;
10.6.66.147;ae31.4888;a8:f9:4b:67:77:88;1089;TR069;430;4079;
10.6.66.153;ae31.4888;3c:98:72:d2:5b:0c;533;TR069;430;4079;
10.6.66.154;ae31.4888;a8:f9:4b:1e:e1:37;916;TR069;430;4079;
10.6.66.155;ae31.4888;60:ce:86:88:55:e2;954;TR069;430;4079;
10.6.66.158;ae31.4888;e0:d9:e3:61:1e:0f;989;TR069;430;4079;
10.6.66.160;ae31.4888;a8:f9:4b:c0:12:3f;585;TR069;430;4079;
10.6.66.161;ae31.4888;a8:f9:4b:5e:8d:18;256;TR069;430;4079;
10.6.66.162;ae31.4888;a8:f9:4b:1e:c0:9f;397;TR069;430;4079;
10.6.66.165;ae31.4888;60:ce:86:88:67:e2;559;TR069;430;4079;
10.6.66.167;ae31.4888;cc:05:77:82:d0:ac;920;TR069;430;4079;
10.6.66.168;ae31.4888;a8:f9:4b:c0:a0:0f;758;TR069;430;4079;
10.6.66.169;ae31.4888;cc:05:77:82:76:5c;537;TR069;430;4079;
10.6.66.171;ae31.4888;6c:16:32:4e:11:d6;545;TR069;430;4079;
10.6.66.172;ae31.4888;a8:f9:4b:d3:02:cf;849;TR069;430;4079;
10.6.66.173;ae31.4888;a8:f9:4b:73:b2:d0;1278;TR069;430;4079;
10.6.66.177;ae31.4888;a8:f9:4b:bb:c1:9a;167;TR069;430;4079;
10.6.66.181;ae31.4888;a8:f9:4b:bd:3a:fa;98;TR069;430;4079;
10.6.66.182;ae31.4888;a8:f9:4b:de:11:0f;551;TR069;430;4079;
10.6.66.183;ae31.4888;a8:f9:4b:bc:99:62;744;TR069;430;4079;
10.6.66.186;ae31.4888;a8:f9:4b:c8:53:5b;1042;TR069;430;4079;
10.6.66.187;ae31.4888;a8:f9:4b:bb:1e:1a;677;TR069;430;4079;
10.6.66.190;ae31.4888;a8:f9:4b:cc:f9:4b;689;TR069;430;4079;
10.6.66.192;ae31.4888;e0:d9:e3:60:86:4f;969;TR069;430;4079;
10.6.66.194;ae31.4888;a8:f9:4b:d3:27:27;23;TR069;430;4079;
10.6.66.195;ae31.4888;60:ce:86:81:7e:22;58;TR069;430;4079;
10.6.66.197;ae31.4888;a8:f9:4b:bd:c5:32;519;TR069;430;4079;
10.6.66.199;ae31.4888;a8:f9:4b:6b:f6:00;834;TR069;430;4079;
10.6.66.200;ae31.4888;a8:f9:4b:d3:92:87;1128;TR069;430;4079;
10.6.66.202;ae31.4888;a8:f9:4b:e7:ed:bf;1070;TR069;430;4079;
10.6.66.203;ae31.4888;88:d2:74:c0:a5:56;497;TR069;430;4079;
10.6.66.204;ae31.4888;a8:f9:4b:ca:f5:e3;782;TR069;430;4079;
10.6.66.207;ae31.4888;a8:f9:4b:bc:6d:ba;771;TR069;430;4079;
10.6.66.209;ae31.4888;a8:f9:4b:bd:3a:22;497;TR069;430;4079;
10.6.66.210;ae31.4888;e0:d9:e3:46:3a:37;126;TR069;430;4079;
10.6.66.211;ae31.4888;a8:f9:4b:bd:c6:42;505;TR069;430;4079;
10.6.66.212;ae31.4888;a8:f9:4b:c8:15:bb;15;TR069;430;4079;
10.6.66.213;ae31.4888;a8:f9:4b:bb:18:b2;518;TR069;430;4079;
10.6.66.215;ae31.4888;a8:f9:4b:66:29:88;807;TR069;430;4079;
10.6.66.217;ae31.4888;a8:f9:4b:ba:b3:ca;873;TR069;430;4079;
10.6.66.218;ae31.4888;a8:f9:4b:ba:49:a7;14;TR069;430;4079;
10.6.66.221;ae31.4888;74:9d:79:0c:8a:0c;417;TR069;430;4079;
10.6.66.222;ae31.4888;a8:f9:4b:d1:c5:c7;1072;TR069;430;4079;
10.6.66.226;ae31.4888;10:c3:ab:1f:0e:b9;828;TR069;430;4079;
10.6.66.228;ae31.4888;a8:f9:4b:c8:17:e3;1092;TR069;430;4079;
10.6.66.230;ae31.4888;a8:f9:4b:b8:f5:d7;746;TR069;430;4079;
10.6.66.232;ae31.4888;a8:f9:4b:c9:53:5b;34;TR069;430;4079;
10.6.66.234;ae31.4888;a8:f9:4b:d1:ef:ef;216;TR069;430;4079;
10.6.66.235;ae31.4888;88:d2:74:c0:d5:9e;256;TR069;430;4079;
10.6.66.236;ae31.4888;a8:f9:4b:e2:f3:a7;1396;TR069;430;4079;
10.6.66.237;ae31.4888;a8:f9:4b:73:d8:28;56;TR069;430;4079;
10.6.66.238;ae31.4888;a8:f9:4b:c5:28:07;441;TR069;430;4079;
10.6.66.239;ae31.4888;a8:f9:4b:bd:94:3a;1029;TR069;430;4079;
10.6.66.240;ae31.4888;a8:f9:4b:ca:41:73;927;TR069;430;4079;
10.6.66.241;ae31.4888;a8:f9:4b:bd:60:ca;578;TR069;430;4079;
10.6.66.243;ae31.4888;e4:26:86:6f:44:b2;326;TR069;430;4079;
10.6.66.245;ae31.4888;88:d2:74:c0:9e:48;177;TR069;430;4079;
10.6.66.248;ae31.4888;a8:f9:4b:e2:ae:9f;53;TR069;430;4079;
10.6.66.249;ae31.4888;28:ff:3e:4f:eb:8c;287;TR069;430;4079;
10.6.66.250;ae31.4888;50:46:4a:37:23:a5;35;TR069;430;4079;
10.6.66.251;ae31.4888;a8:f9:4b:6f:cf:80;839;TR069;430;4079;
10.6.66.253;ae31.4888;a8:f9:4b:be:83:9a;43;TR069;430;4079;
10.6.67.2;ae31.4888;a8:f9:4b:d0:b2:ef;705;TR069;430;4079;
10.6.67.4;ae31.4888;e0:d9:e3:60:81:57;964;TR069;430;4079;
10.6.67.7;ae31.4888;74:9d:79:0c:87:14;789;TR069;430;4079;
10.6.67.8;ae31.4888;a8:f9:4b:1f:e3:3f;812;TR069;430;4079;
10.6.67.9;ae31.4888;a8:f9:4b:ba:b3:a2;419;TR069;430;4079;
10.6.67.10;ae31.4888;e0:d9:e3:46:35:cf;871;TR069;430;4079;
10.6.67.12;ae31.4888;a8:f9:4b:b8:2d:97;1085;TR069;430;4079;
10.6.67.13;ae31.4888;a8:f9:4b:be:2c:ba;39;TR069;430;4079;
10.6.67.15;ae31.4888;a8:f9:4b:bd:b0:a2;381;TR069;430;4079;
10.6.67.16;ae31.4888;a8:f9:4b:52:a6:c3;319;TR069;430;4079;
10.6.67.17;ae31.4888;a8:f9:4b:6a:bc:a0;511;TR069;430;4079;
10.6.67.22;ae31.4888;e0:d9:e3:60:fa:67;690;TR069;430;4079;
10.6.67.24;ae31.4888;a8:f9:4b:c2:0f:e7;737;TR069;430;4079;
10.6.67.26;ae31.4888;a8:f9:4b:ca:ee:23;701;TR069;430;4079;
10.6.67.27;ae31.4888;a8:f9:4b:bb:1e:e2;280;TR069;430;4079;
10.6.67.28;ae31.4888;a8:f9:4b:c8:61:d3;833;TR069;430;4079;
10.6.67.29;ae31.4888;78:81:02:1e:71:06;943;TR069;430;4079;
10.6.67.30;ae31.4888;a8:f9:4b:c5:4d:43;1053;TR069;430;4079;
10.6.67.31;ae31.4888;a8:f9:4b:bc:df:b2;994;TR069;430;4079;
10.6.67.34;ae31.4888;a8:f9:4b:d1:6b:57;569;TR069;430;4079;
10.6.67.38;ae31.4888;a8:f9:4b:ca:93:73;751;TR069;430;4079;
10.6.67.41;ae31.4888;60:ce:86:88:64:92;1181;TR069;430;4079;
10.6.67.43;ae31.4888;a8:f9:4b:bc:99:5a;852;TR069;430;4079;
10.6.67.44;ae31.4888;a8:f9:4b:ba:03:b7;375;TR069;430;4079;
10.6.67.47;ae31.4888;a8:f9:4b:bd:5d:da;1095;TR069;430;4079;
10.6.67.48;ae31.4888;a8:f9:4b:c5:5e:c3;435;TR069;430;4079;
10.6.67.51;ae31.4888;a8:f9:4b:ba:b3:72;14;TR069;430;4079;
10.6.67.52;ae31.4888;10:c3:ab:1f:be:09;354;TR069;430;4079;
10.6.67.53;ae31.4888;10:c3:ab:1f:c8:ba;87;TR069;430;4079;
10.6.67.54;ae31.4888;a8:f9:4b:e1:e2:f7;960;TR069;430;4079;
10.6.67.58;ae31.4888;6c:16:32:4e:15:39;466;TR069;430;4079;
10.6.67.59;ae31.4888;74:9d:79:0c:89:a8;1117;TR069;430;4079;
10.6.67.60;ae31.4888;a8:f9:4b:ca:f5:83;857;TR069;430;4079;
10.6.67.62;ae31.4888;a8:f9:4b:1e:ad:e7;130;TR069;430;4079;
10.6.67.63;ae31.4888;88:d2:74:c1:00:46;471;TR069;430;4079;
10.6.67.64;ae31.4888;a8:f9:4b:ba:33:0f;225;TR069;430;4079;
10.6.67.65;ae31.4888;c0:9f:e1:9a:93:e8;499;TR069;430;4079;
10.6.67.66;ae31.4888;6c:16:32:4e:0f:1d;906;TR069;430;4079;
10.6.67.67;ae31.4888;a8:f9:4b:64:62:48;789;TR069;430;4079;
10.6.67.70;ae31.4888;6c:16:32:4e:10:71;101;TR069;430;4079;
10.6.67.71;ae31.4888;88:d2:74:c0:c9:d4;1161;TR069;430;4079;
10.6.67.72;ae31.4888;a8:f9:4b:b8:f5:87;469;TR069;430;4079;
10.6.67.73;ae31.4888;d4:60:e3:a6:ba:78;694;TR069;430;4079;
10.6.67.74;ae31.4888;a8:f9:4b:c2:0c:2f;96;TR069;430;4079;
10.6.67.77;ae31.4888;a8:f9:4b:be:76:fa;680;TR069;430;4079;
10.6.67.78;ae31.4888;a8:f9:4b:cc:10:83;497;TR069;430;4079;
10.6.67.79;ae31.4888;a8:f9:4b:bc:f7:72;730;TR069;430;4079;
10.6.67.80;ae31.4888;a8:f9:4b:c0:80:47;784;TR069;430;4079;
10.6.67.81;ae31.4888;a8:f9:4b:be:88:12;1067;TR069;430;4079;
10.6.67.82;ae31.4888;a8:f9:4b:d3:8f:a7;67;TR069;430;4079;
10.6.67.84;ae31.4888;a8:f9:4b:cb:a2:ab;912;TR069;430;4079;
10.6.67.88;ae31.4888;a8:f9:4b:d3:54:e7;714;TR069;430;4079;
10.6.67.91;ae31.4888;a8:f9:4b:be:83:0a;742;TR069;430;4079;
10.6.67.94;ae31.4888;a8:f9:4b:b8:cd:6f;1031;TR069;430;4079;
