ip;int;mac;exp;vrf;tag_inner;tag_outer;tag_vlanid
10.1.24.193;ae31.708;e4:27:71:40:83:be;575;IPTV;;;708
10.1.24.194;ae31.708;e4:27:71:5f:65:56;285;IPTV;;;708
10.1.24.195;ae31.708;1c:bb:a8:23:54:af;84;IPTV;;;708
10.1.24.197;ae31.708;00:02:9b:89:a0:47;1204;IPTV;;;708
10.1.24.198;ae31.708;e4:27:71:6c:11:fa;1322;IPTV;;;708
10.1.24.199;ae31.708;e4:27:71:26:76:78;333;IPTV;;;708
10.1.24.201;ae31.708;e0:d9:e3:7b:a5:20;1228;IPTV;;;708
10.1.24.204;ae31.708;e4:27:71:55:d6:72;130;IPTV;;;708
10.1.24.205;ae31.708;e4:27:71:02:42:99;543;IPTV;;;708
10.1.24.206;ae31.708;1c:bb:a8:16:a5:f3;247;IPTV;;;708
10.1.24.207;ae31.708;e4:27:71:60:e3:50;442;IPTV;;;708
10.1.24.210;ae31.708;e4:27:71:18:6b:c6;242;IPTV;;;708
10.1.24.211;ae31.708;e4:27:71:2a:0e:f6;341;IPTV;;;708
10.1.24.213;ae31.708;e4:27:71:60:e1:15;408;IPTV;;;708
10.1.24.214;ae31.708;e4:27:71:09:67:e0;703;IPTV;;;708
10.1.24.218;ae31.708;ec:4c:4d:f0:30:7d;650;IPTV;;;708
10.1.24.220;ae31.708;e4:27:71:03:75:de;596;IPTV;;;708
10.1.24.221;ae31.708;e4:27:71:03:5f:22;440;IPTV;;;708
10.1.24.224;ae31.708;ec:4c:4d:74:33:ed;408;IPTV;;;708
10.1.24.225;ae31.708;ec:4c:4d:6b:6e:30;1138;IPTV;;;708
10.1.24.227;ae31.708;00:1a:79:0b:c5:73;209;IPTV;;;708
10.1.24.229;ae31.708;1c:bb:a8:17:bf:10;460;IPTV;;;708
10.1.24.230;ae31.708;e4:27:71:5f:63:23;610;IPTV;;;708
10.1.24.233;ae31.708;e4:27:71:26:af:ba;1149;IPTV;;;708
10.1.24.234;ae31.708;e4:27:71:4d:28:45;636;IPTV;;;708
10.1.24.235;ae31.708;e4:27:71:12:32:73;107;IPTV;;;708
10.1.24.236;ae31.708;e4:27:71:46:2a:c8;12;IPTV;;;708
10.1.24.238;ae31.708;e4:27:71:4e:e3:33;120;IPTV;;;708
10.1.24.241;ae31.708;e4:27:71:26:c4:2e;44;IPTV;;;708
10.1.24.242;ae31.708;e4:27:71:6b:ab:14;212;IPTV;;;708
10.1.24.243;ae31.708;1c:bb:a8:28:0e:e3;961;IPTV;;;708
10.1.24.247;ae31.708;e4:27:71:03:5f:d3;360;IPTV;;;708
10.1.24.248;ae31.708;e4:27:71:5f:3a:2c;397;IPTV;;;708
10.1.24.251;ae31.708;00:1a:79:13:ab:c1;141;IPTV;;;708
10.1.24.252;ae31.708;e4:27:71:51:50:94;1390;IPTV;;;708
10.1.24.254;ae31.708;ec:4c:4d:f5:08:00;168;IPTV;;;708
10.1.24.255;ae31.708;e4:27:71:18:c2:23;1312;IPTV;;;708
10.1.25.4;ae31.708;e4:27:71:51:50:e8;308;IPTV;;;708
10.1.25.6;ae31.708;e4:27:71:29:85:fd;743;IPTV;;;708
10.1.25.8;ae31.708;e4:27:71:03:73:a5;225;IPTV;;;708
10.1.25.9;ae31.708;e4:27:71:5f:60:32;816;IPTV;;;708
10.1.25.10;ae31.708;d8:af:81:03:46:49;873;IPTV;;;708
10.1.25.11;ae31.708;e4:27:71:18:9d:4e;119;IPTV;;;708
10.1.25.12;ae31.708;e4:27:71:02:4c:e1;519;IPTV;;;708
10.1.25.13;ae31.708;ec:4c:4d:73:f4:20;53;IPTV;;;708
10.1.25.15;ae31.708;00:02:9b:a2:5e:bb;534;IPTV;;;708
10.1.25.16;ae31.708;e4:27:71:09:37:62;838;IPTV;;;708
10.1.25.17;ae31.708;e4:27:71:62:73:03;287;IPTV;;;708
10.1.25.18;ae31.708;e4:27:71:55:d8:1f;1041;IPTV;;;708
10.1.25.19;ae31.708;00:1a:79:0d:6d:4e;1121;IPTV;;;708
10.1.25.20;ae31.708;e4:27:71:18:5d:6e;475;IPTV;;;708
10.1.25.23;ae31.708;e4:27:71:00:5e:44;159;IPTV;;;708
10.1.25.24;ae31.708;e4:27:71:29:68:3f;102;IPTV;;;708
10.1.25.26;ae31.708;00:1a:79:0f:7f:88;772;IPTV;;;708
10.1.25.27;ae31.708;00:07:67:b2:37:f7;457;IPTV;;;708
10.1.25.29;ae31.708;e4:27:71:27:a2:0e;452;IPTV;;;708
10.1.25.30;ae31.708;1c:bb:a8:13:80:bd;736;IPTV;;;708
10.1.25.32;ae31.708;e4:27:71:65:48:f5;357;IPTV;;;708
10.1.25.33;ae31.708;00:1a:79:0f:85:ad;168;IPTV;;;708
10.1.25.38;ae31.708;e0:d9:e3:89:1f:60;24;IPTV;;;708
10.1.25.39;ae31.708;e4:27:71:4c:82:8a;6;IPTV;;;708
10.1.25.41;ae31.708;e4:27:71:67:cc:e1;185;IPTV;;;708
10.1.25.42;ae31.708;1c:bb:a8:05:9f:25;1027;IPTV;;;708
10.1.25.46;ae31.708;e4:27:71:60:e4:58;145;IPTV;;;708
10.1.25.47;ae31.708;e4:27:71:40:b0:24;817;IPTV;;;708
10.1.25.50;ae31.708;e4:27:71:26:ee:a9;765;IPTV;;;708
10.1.25.51;ae31.708;00:1a:79:0f:86:1b;592;IPTV;;;708
10.1.25.53;ae31.708;e4:27:71:4c:83:8c;481;IPTV;;;708
10.1.25.54;ae31.708;e4:27:71:45:e7:72;700;IPTV;;;708
10.1.25.57;ae31.708;e4:27:71:13:b9:65;712;IPTV;;;708
10.1.25.58;ae31.708;e4:27:71:1f:32:51;435;IPTV;;;708
10.1.25.59;ae31.708;ec:4c:4d:f5:07:60;72;IPTV;;;708
10.1.25.60;ae31.708;e4:27:71:62:6f:ac;817;IPTV;;;708
10.1.25.61;ae31.708;e4:27:71:46:1e:10;1168;IPTV;;;708
10.1.25.62;ae31.708;e4:27:71:55:f5:35;325;IPTV;;;708
10.1.25.65;ae31.708;e4:27:71:02:2a:ad;218;IPTV;;;708
10.1.25.66;ae31.708;00:1a:79:0d:6d:35;475;IPTV;;;708
10.1.25.68;ae31.708;e4:27:71:40:af:38;483;IPTV;;;708
10.1.25.69;ae31.708;1c:bb:a8:17:ab:c2;847;IPTV;;;708
10.1.25.70;ae31.708;e4:27:71:4d:28:37;243;IPTV;;;708
10.1.25.72;ae31.708;e4:27:71:1f:41:04;105;IPTV;;;708
10.1.25.73;ae31.708;00:1a:79:13:b0:75;726;IPTV;;;708
10.1.25.74;ae31.708;ec:4c:4d:f4:ff:7e;638;IPTV;;;708
10.1.25.78;ae31.708;1c:bb:a8:23:5b:e8;1161;IPTV;;;708
10.1.25.80;ae31.708;e4:27:71:45:10:31;820;IPTV;;;708
10.1.25.82;ae31.708;e4:27:71:67:f0:eb;728;IPTV;;;708
10.1.25.83;ae31.708;e4:27:71:02:2b:85;790;IPTV;;;708
10.1.25.84;ae31.708;e4:27:71:6c:1b:34;945;IPTV;;;708
10.1.25.85;ae31.708;e4:27:71:27:41:91;904;IPTV;;;708
10.1.25.86;ae31.708;e4:27:71:02:4b:18;79;IPTV;;;708
10.1.25.87;ae31.708;ec:4c:4d:f0:2c:97;944;IPTV;;;708
10.1.25.92;ae31.708;e4:27:71:52:58:cb;553;IPTV;;;708
10.1.25.93;ae31.708;e4:27:71:03:60:53;8;IPTV;;;708
10.1.25.94;ae31.708;e4:27:71:25:17:35;905;IPTV;;;708
10.1.25.96;ae31.708;e4:27:71:18:6e:d6;878;IPTV;;;708
10.1.25.98;ae31.708;e4:27:71:65:4a:98;544;IPTV;;;708
10.1.25.103;ae31.708;e4:27:71:02:2e:4b;324;IPTV;;;708
10.1.25.104;ae31.708;e4:27:71:03:73:9e;1240;IPTV;;;708
10.1.25.105;ae31.708;e4:27:71:62:73:24;1042;IPTV;;;708
10.1.25.107;ae31.708;e4:27:71:25:80:0c;1125;IPTV;;;708
10.1.25.108;ae31.708;e4:27:71:1e:8c:d9;365;IPTV;;;708
10.1.25.109;ae31.708;d8:af:81:03:46:43;1254;IPTV;;;708
10.1.25.110;ae31.708;00:1a:79:13:ab:9e;576;IPTV;;;708
10.1.25.112;ae31.708;00:1a:79:13:ac:57;995;IPTV;;;708
10.1.25.115;ae31.708;e4:27:71:0a:3a:af;221;IPTV;;;708
10.1.25.116;ae31.708;1c:bb:a8:24:1e:60;706;IPTV;;;708
10.1.25.118;ae31.708;20:e5:64:f0:87:69;194;IPTV;;;708
10.1.25.120;ae31.708;e4:27:71:4c:81:f6;874;IPTV;;;708
10.1.25.121;ae31.708;5c:e3:0e:e0:de:1c;922;IPTV;;;708
10.1.25.122;ae31.708;00:1a:79:14:54:8e;131;IPTV;;;708
10.1.25.126;ae31.708;00:1a:79:0b:c6:ac;1380;IPTV;;;708
10.1.25.127;ae31.708;00:1a:79:0d:6c:ea;915;IPTV;;;708
10.1.25.129;ae31.708;e4:27:71:4d:27:55;823;IPTV;;;708
10.1.25.130;ae31.708;e4:27:71:13:d4:86;1357;IPTV;;;708
10.1.25.132;ae31.708;e4:27:71:26:9c:b5;93;IPTV;;;708
10.1.25.133;ae31.708;e4:27:71:46:21:17;776;IPTV;;;708
10.1.25.135;ae31.708;e0:d9:e3:89:d1:80;178;IPTV;;;708
10.1.25.136;ae31.708;00:1a:79:0f:86:8c;138;IPTV;;;708
10.1.25.137;ae31.708;e4:27:71:6c:00:76;552;IPTV;;;708
10.1.25.138;ae31.708;00:1a:79:05:f0:e4;476;IPTV;;;708
10.1.25.139;ae31.708;e4:27:71:4c:85:14;241;IPTV;;;708
10.1.25.140;ae31.708;00:1a:79:04:dc:fa;279;IPTV;;;708
10.1.25.145;ae31.708;ec:4c:4d:f4:ff:92;1025;IPTV;;;708
10.1.25.146;ae31.708;1c:bb:a8:27:3d:b4;158;IPTV;;;708
10.1.25.147;ae31.708;ec:4c:4d:6e:f8:de;331;IPTV;;;708
10.1.25.148;ae31.708;00:1a:79:0f:85:62;909;IPTV;;;708
10.1.25.149;ae31.708;e4:27:71:03:6b:21;739;IPTV;;;708
10.1.25.151;ae31.708;e4:27:71:62:7d:40;489;IPTV;;;708
10.1.25.153;ae31.708;e4:27:71:06:50:59;368;IPTV;;;708
10.1.25.154;ae31.708;e4:27:71:51:53:6b;1084;IPTV;;;708
10.1.25.161;ae31.708;e4:27:71:4d:26:99;914;IPTV;;;708
10.1.25.162;ae31.708;e4:27:71:14:b0:14;619;IPTV;;;708
10.1.25.163;ae31.708;00:1a:79:14:54:d9;450;IPTV;;;708
10.1.25.164;ae31.708;e4:27:71:46:28:ba;425;IPTV;;;708
10.1.25.165;ae31.708;e4:27:71:1f:ed:19;829;IPTV;;;708
10.1.25.169;ae31.708;e4:27:71:1f:41:ee;1126;IPTV;;;708
10.1.25.172;ae31.708;e4:27:71:09:1b:36;136;IPTV;;;708
10.1.25.173;ae31.708;e4:27:71:48:08:17;818;IPTV;;;708
10.1.25.174;ae31.708;e4:27:71:4c:82:66;70;IPTV;;;708
10.1.25.175;ae31.708;00:1a:79:04:de:18;579;IPTV;;;708
10.1.25.176;ae31.708;e4:27:71:4c:84:f6;486;IPTV;;;708
10.1.25.178;ae31.708;e4:27:71:55:0d:16;686;IPTV;;;708
10.1.25.179;ae31.708;1c:bb:a8:05:9c:bf;588;IPTV;;;708
10.1.25.180;ae31.708;e4:27:71:09:63:be;395;IPTV;;;708
10.1.25.181;ae31.708;1c:bb:a8:17:bf:81;293;IPTV;;;708
10.1.25.182;ae31.708;1c:bb:a8:0c:3a:9e;1049;IPTV;;;708
10.1.25.183;ae31.708;e4:27:71:46:1f:29;996;IPTV;;;708
10.1.25.185;ae31.708;e0:d9:e3:89:71:60;270;IPTV;;;708
10.1.25.187;ae31.708;ec:4c:4d:74:33:bd;672;IPTV;;;708
10.1.25.190;ae31.708;e4:27:71:55:ca:40;990;IPTV;;;708
10.1.25.193;ae31.708;e4:27:71:03:73:51;1444;IPTV;;;708
10.1.25.195;ae31.708;e4:27:71:54:f7:c3;1161;IPTV;;;708
10.1.25.197;ae31.708;1c:bb:a8:24:8c:e7;812;IPTV;;;708
10.1.25.198;ae31.708;e4:27:71:60:e1:5b;936;IPTV;;;708
10.1.25.201;ae31.708;e4:27:71:45:cc:bc;1215;IPTV;;;708
10.1.25.204;ae31.708;e4:27:71:40:80:a8;666;IPTV;;;708
10.1.25.205;ae31.708;ec:4c:4d:72:40:17;849;IPTV;;;708
10.1.25.207;ae31.708;e4:27:71:6c:1b:32;997;IPTV;;;708
10.1.25.208;ae31.708;e4:27:71:25:17:ab;1060;IPTV;;;708
10.1.25.209;ae31.708;ec:4c:4d:6e:24:b2;965;IPTV;;;708
10.1.25.211;ae31.708;e4:27:71:10:45:dd;561;IPTV;;;708
10.1.25.215;ae31.708;1c:bb:a8:19:9c:e3;592;IPTV;;;708
10.1.25.216;ae31.708;1c:bb:a8:24:59:a9;915;IPTV;;;708
10.1.25.217;ae31.708;1c:bb:a8:1a:39:fa;607;IPTV;;;708
10.1.25.218;ae31.708;bc:64:4b:75:09:b8;99;IPTV;;;708
10.1.25.220;ae31.708;e4:27:71:40:b8:db;803;IPTV;;;708
10.1.25.223;ae31.708;00:02:9b:9f:a3:b9;583;IPTV;;;708
10.1.25.226;ae31.708;e4:27:71:17:60:15;1118;IPTV;;;708
10.1.25.227;ae31.708;1c:bb:a8:28:17:ac;241;IPTV;;;708
10.1.25.229;ae31.708;1c:bb:a8:23:bd:44;879;IPTV;;;708
10.1.25.230;ae31.708;1c:bb:a8:1a:19:27;729;IPTV;;;708
10.1.25.232;ae31.708;e4:27:71:03:50:47;1132;IPTV;;;708
10.1.25.234;ae31.708;e4:27:71:29:68:37;716;IPTV;;;708
10.1.25.235;ae31.708;ec:4c:4d:f5:00:b3;158;IPTV;;;708
10.1.25.237;ae31.708;00:1a:79:0f:86:76;309;IPTV;;;708
10.1.25.239;ae31.708;e4:27:71:26:ed:6d;1382;IPTV;;;708
10.1.25.241;ae31.708;e4:27:71:18:6c:ca;295;IPTV;;;708
10.1.25.242;ae31.708;ec:4c:4d:73:f6:4a;1054;IPTV;;;708
10.1.25.243;ae31.708;e4:27:71:1e:e8:64;613;IPTV;;;708
10.1.25.244;ae31.708;e4:27:71:02:29:54;694;IPTV;;;708
10.1.25.248;ae31.708;e4:27:71:60:e1:11;308;IPTV;;;708
10.1.25.250;ae31.708;e4:27:71:25:05:ed;898;IPTV;;;708
10.1.25.251;ae31.708;00:1a:79:05:31:aa;665;IPTV;;;708
10.1.25.253;ae31.708;d8:af:81:04:cc:c7;1107;IPTV;;;708
10.1.26.0;ae31.708;e4:27:71:25:80:2f;541;IPTV;;;708
10.1.26.13;ae31.708;e4:27:71:48:04:da;987;IPTV;;;708
10.1.26.15;ae31.708;e4:27:71:51:53:a7;355;IPTV;;;708
10.1.26.18;ae31.708;e4:27:71:1f:40:dc;923;IPTV;;;708
10.1.26.19;ae31.708;ec:4c:4d:74:34:6c;527;IPTV;;;708
10.1.26.20;ae31.708;d8:af:81:03:82:2f;464;IPTV;;;708
10.1.26.21;ae31.708;e4:27:71:29:67:64;454;IPTV;;;708
10.1.26.23;ae31.708;e4:27:71:67:b9:19;1058;IPTV;;;708
10.1.26.25;ae31.708;ec:4c:4d:69:f2:db;423;IPTV;;;708
10.1.26.27;ae31.708;e4:27:71:29:c2:38;27;IPTV;;;708
10.1.26.29;ae31.708;e4:27:71:27:8d:f6;663;IPTV;;;708
10.1.26.32;ae31.708;1c:bb:a8:24:5c:84;1204;IPTV;;;708
10.1.26.34;ae31.708;e4:27:71:29:fa:81;502;IPTV;;;708
10.1.26.38;ae31.708;e4:27:71:4b:b1:e4;1117;IPTV;;;708
10.1.26.39;ae31.708;e4:27:71:1f:19:d5;608;IPTV;;;708
10.1.26.40;ae31.708;e4:27:71:25:1f:40;569;IPTV;;;708
10.1.26.41;ae31.708;e4:27:71:25:82:6c;689;IPTV;;;708
10.1.26.44;ae31.708;e4:27:71:60:e4:3c;66;IPTV;;;708
10.1.26.45;ae31.708;e4:27:71:4c:88:81;1089;IPTV;;;708
10.1.26.46;ae31.708;00:1a:79:0c:d2:44;1422;IPTV;;;708
10.1.26.48;ae31.708;e4:27:71:20:0a:4f;429;IPTV;;;708
10.1.26.49;ae31.708;e4:27:71:4e:e3:2a;846;IPTV;;;708
10.1.26.53;ae31.708;1c:bb:a8:12:ce:ae;725;IPTV;;;708
10.1.26.54;ae31.708;00:1a:79:06:98:5f;1056;IPTV;;;708
10.1.26.56;ae31.708;1c:bb:a8:24:61:ad;1432;IPTV;;;708
10.1.26.57;ae31.708;e4:27:71:27:48:7d;1288;IPTV;;;708
10.1.26.61;ae31.708;ec:4c:4d:f4:ff:5e;1134;IPTV;;;708
10.1.26.64;ae31.708;e4:27:71:4c:89:4d;588;IPTV;;;708
10.1.26.66;ae31.708;ec:4c:4d:72:40:29;18;IPTV;;;708
10.1.26.67;ae31.708;e4:27:71:4b:7b:7a;728;IPTV;;;708
10.1.26.69;ae31.708;e4:27:71:29:c2:2a;973;IPTV;;;708
10.1.26.71;ae31.708;1c:bb:a8:28:17:ea;303;IPTV;;;708
10.1.26.72;ae31.708;e4:27:71:5f:61:85;55;IPTV;;;708
10.1.26.73;ae31.708;e4:27:71:03:47:4e;852;IPTV;;;708
10.1.26.74;ae31.708;e4:27:71:60:e7:79;570;IPTV;;;708
10.1.26.75;ae31.708;e4:27:71:1f:1f:be;52;IPTV;;;708
10.1.26.76;ae31.708;1c:bb:a8:23:63:ba;1045;IPTV;;;708
10.1.26.80;ae31.708;00:21:52:63:4e:8d;297;IPTV;;;708
10.1.26.87;ae31.708;e4:27:71:62:80:87;1277;IPTV;;;708
10.1.26.89;ae31.708;e4:27:71:67:f0:9f;512;IPTV;;;708
10.1.26.90;ae31.708;e4:27:71:02:4b:e4;565;IPTV;;;708
10.1.26.91;ae31.708;e4:27:71:67:c0:5e;522;IPTV;;;708
10.1.26.93;ae31.708;e4:27:71:27:6c:82;1209;IPTV;;;708
10.1.26.94;ae31.708;e4:27:71:46:1e:4f;148;IPTV;;;708
10.1.26.100;ae31.708;e4:27:71:27:42:50;388;IPTV;;;708
10.1.26.102;ae31.708;e4:27:71:4e:e2:c0;1317;IPTV;;;708
10.1.26.103;ae31.708;e4:27:71:67:cf:85;4;IPTV;;;708
10.1.26.104;ae31.708;00:02:9b:89:d2:9b;433;IPTV;;;708
10.1.26.105;ae31.708;e4:27:71:26:9d:68;1162;IPTV;;;708
10.1.26.108;ae31.708;e0:d9:e3:7c:49:80;76;IPTV;;;708
10.1.26.109;ae31.708;e4:27:71:62:7b:78;288;IPTV;;;708
10.1.26.110;ae31.708;d8:af:81:02:98:e6;756;IPTV;;;708
10.1.26.112;ae31.708;e4:27:71:02:23:b9;474;IPTV;;;708
10.1.26.114;ae31.708;ec:4c:4d:66:c1:4f;888;IPTV;;;708
10.1.26.115;ae31.708;e4:27:71:1f:59:83;1093;IPTV;;;708
10.1.26.116;ae31.708;00:1a:79:14:54:b2;679;IPTV;;;708
10.1.26.117;ae31.708;e4:27:71:2a:df:54;1100;IPTV;;;708
10.1.26.118;ae31.708;e4:27:71:02:1d:5a;552;IPTV;;;708
10.1.26.119;ae31.708;1c:bb:a8:01:49:ac;394;IPTV;;;708
10.1.26.120;ae31.708;ec:4c:4d:f5:0a:4f;657;IPTV;;;708
10.1.26.125;ae31.708;1c:bb:a8:23:5a:57;857;IPTV;;;708
10.1.26.127;ae31.708;e4:27:71:02:4b:bb;1056;IPTV;;;708
10.1.26.129;ae31.708;e4:27:71:03:73:86;531;IPTV;;;708
10.1.26.130;ae31.708;e4:27:71:67:cf:6e;176;IPTV;;;708
10.1.26.132;ae31.708;e4:27:71:4e:e2:5a;377;IPTV;;;708
10.1.26.133;ae31.708;1c:bb:a8:16:ac:8d;91;IPTV;;;708
10.1.26.135;ae31.708;ec:4c:4d:f5:02:f1;343;IPTV;;;708
10.1.26.136;ae31.708;e4:27:71:25:2a:5a;244;IPTV;;;708
